"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.121359718989015e-03, 1.902391121157425e-01, 5.785819124712005e-07, 2.904034862779801e-04, 2.891055467509629e-07, 5.702871246517310e-04, 3.767081087076238e-01, 1.155840461668222e+00, 1.179015631429292e+00
51, 9.695732593536380e-01, 2.267965268375005e-03, 1.435386046067493e-01, 2.097034772008758e-05, 2.528745481242598e-04, 5.009602455611666e-08, -1.059923700978833e-04, 1.116033826221572e-01, 1.067456984202396e+00, 1.071759362079028e+00
77, 9.526804089546200e-01, 2.791930863218089e-03, 1.118661997151142e-01, 5.088615224522374e-06, 2.669747765443367e-04, 8.810111819649288e-08, -2.267054927306731e-04, 2.514982197323065e-02, 8.573837769558020e-01, 8.574553602577708e-01
103, 9.349957108497620e-01, 2.371686238500725e-03, 9.440251449640526e-02, -8.103816492629020e-06, 2.704807272568909e-04, 1.146590465644896e-07, -2.563994278523898e-04, -2.543763051920626e-02, 7.944210279216278e-01, 7.947708030105326e-01
129, 9.168222546577450e-01, 1.212234069774496e-03, 8.254395249073396e-02, -1.519508116358104e-05, 2.690404012716104e-04, 9.403421194920691e-08, -2.921151662299790e-04, -3.711958492812065e-02, 7.757610750904625e-01, 7.763893350700479e-01
155, 8.983380794525150e-01, -3.332027598666195e-04, 7.411149736954006e-02, -1.896427779819614e-05, 2.600442183711764e-04, 5.758160858106998e-08, -3.223755917553619e-04, -4.931506643664317e-02, 7.499803265985466e-01, 7.513702904818788e-01
181, 8.797067403793331e-01, -2.151484315339868e-03, 6.695735534229251e-02, -2.358364189160363e-05, 2.780224324275825e-04, 8.995181576778809e-08, -3.537251395234505e-04, -5.291300436773123e-02, 7.026926810672774e-01, 7.044121732526972e-01
207, 8.610174655914310e-01, -4.184661547605060e-03, 5.918859327458979e-02, -2.243266873613391e-05, 2.474632946128886e-04, 1.630938180173532e-08, -3.781242838020764e-04, -4.663079207864938e-02, 5.746952558165825e-01, 5.763018965392204e-01
233, 8.422674536705020e-01, -6.371537468333677e-03, 5.350424803601674e-02, -2.392977819402428e-05, 2.399383695231056e-04, 1.030164622142497e-08, -3.880397797675391e-04, -3.155753536129213e-02, 4.191135508550126e-01, 4.198722287859550e-01
259, 8.235722184181210e-01, -8.710129091962747e-03, 4.745313953517991e-02, -2.440312546730018e-05, 2.336067793266685e-04, 1.883324538718314e-08, -4.045530803761617e-04, -1.377981129247520e-02, 2.703573263269855e-01, 2.699120661048827e-01
285, 8.049457669258120e-01, -1.116132680168406e-02, 4.210934060971512e-02, -2.396484028144449e-05, 2.238799638867303e-04, -1.433106626588481e-08, -4.159540417819955e-04, -1.665107237040193e-03, 1.394601758212678e-01, 1.384622267618410e-01
311, 7.863141298294070e-01, -1.366578589939226e-02, 3.833746626301724e-02, -2.471536747974348e-05, 2.199576646700073e-04, -7.850553195138976e-09, -4.181090032818848e-04, 7.802484772275538e-03, 9.849096281026380e-02, 9.650815844144257e-02
337, 7.678796052932740e-01, -1.626133964239282e-02, 3.484340015760935e-02, -2.431158219303811e-05, 2.107121971094310e-04, -1.792174632012557e-08, -4.189048055081713e-04, 7.393631225792233e-03, 7.936946535395380e-02, 7.753739506458159e-02
363, 7.495508193969730e-01, -1.889490129729381e-02, 3.214160110706640e-02, -2.318969184381282e-05, 1.962435658260995e-04, -4.589690046561818e-08, -4.136896357505932e-04, 2.612576854384050e-03, 1.035126552146533e-01, 1.020678430846776e-01
389, 7.313483357429500e-01, -2.155537092833834e-02, 2.853135842076277e-02, -2.213643135823270e-05, 1.902569118495962e-04, -2.354063506175684e-08, -4.190839730638476e-04, 1.619924280924054e-03, 1.176521008567255e-01, 1.161768770447665e-01
415, 7.132214307785030e-01, -2.421285465664910e-02, 2.558346528014568e-02, -1.985739559084986e-05, 1.740998918962851e-04, -9.132882926765559e-08, -4.187719403959222e-04, -1.038758293569426e-03, 1.072312067914196e-01, 1.062446408937828e-01
441, 6.951977014541630e-01, -2.686318557325502e-02, 2.407245419167699e-02, -2.031811329275943e-05, 1.736376357389661e-04, -4.229080864342572e-08, -4.109943516315503e-04, 1.679377783276243e-03, 1.222874060628013e-01, 1.207370456062751e-01
467, 6.773055195808410e-01, -2.950361062578524e-02, 2.190267347546435e-02, -1.822686823351191e-05, 1.634873696337426e-04, -8.826135998496573e-08, -4.082796137693711e-04, 9.831927485341469e-05, 8.892501726793428e-02, 8.796868232588559e-02
493, 6.594728827476500e-01, -3.210503838203166e-02, 2.191649922190634e-02, -1.786450433342012e-05, 1.553423847252721e-04, -9.171685317280193e-08, -3.918866319473237e-04, -4.556490569030821e-03, 1.276217839577982e-01, 1.269413086486246e-01
519, 6.418011188507080e-01, -3.468703790008031e-02, 1.948573930329079e-02, -1.563217074929605e-05, 1.426897910113234e-04, -8.685840888573149e-08, -3.978376149336589e-04, -3.574859783449070e-03, 1.385740281938266e-01, 1.376333914961662e-01
545, 6.243042349815370e-01, -3.724699604123419e-02, 1.596743889327499e-02, -1.320935766337057e-05, 1.369676937348317e-04, -1.040679613857160e-07, -4.168410657206947e-04, -6.356090672784042e-03, 6.264576675921224e-02, 6.292004822337002e-02
571, 6.065399646759030e-01, -3.965229365568329e-02, 1.539796011440274e-02, -1.219275173328639e-05, 1.343339616566886e-04, -1.281769852195268e-07, -4.158654516815540e-04, 1.263684752163751e-02, -3.421235507527121e-02, -3.558326457678715e-02
597, 5.888153314590450e-01, -4.198287109672436e-02, 1.687238747524935e-02, -1.280278617271444e-05, 1.343943615721404e-04, -1.030134217219718e-07, -4.033325113442366e-04, 1.610763012401766e-02, 7.527971342714291e-03, 5.362249737852268e-03
623, 5.713157057762150e-01, -4.428722680185751e-02, 1.617474601528104e-02, -1.318899850388157e-05, 1.452335263477916e-04, -8.943268631972151e-08, -4.082065938031273e-04, 1.611111657457495e-02, -6.202969265042698e-02, -6.358033101941135e-02
649, 5.538190603256230e-01, -4.649362618558944e-02, 1.457350249836153e-02, -8.773625762369541e-06, 1.128866668057823e-04, -1.446113151945078e-07, -4.053318742264572e-04, 2.616195965732590e-02, -1.743798052872949e-01, -1.762702872944834e-01
