"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.330649967348132e-03, -1.713137463215391e-02, -1.765061046257405e-01, 1.773343898245409e-01
51, 9.695732593536380e-01, 3.233173324627314e-03, -5.941870912038682e-03, -8.554632482522859e-02, 8.572987405618379e-02
77, 9.526804089546200e-01, 4.358475261563625e-03, -1.552583683770759e-03, -1.658821294506371e-03, 1.693251974185620e-03
103, 9.349957108497620e-01, 4.009480926499475e-03, 1.550796168934785e-03, -1.039285345656540e-02, 1.045607354581125e-02
129, 9.168222546577450e-01, 2.609145297704612e-03, 1.403344837140897e-03, -1.665585782742318e-02, 1.671464838521404e-02
155, 8.983380794525150e-01, 7.294390038418635e-04, 1.110978540227596e-03, -1.228181451263322e-02, 1.232979677966430e-02
181, 8.797067403793331e-01, -1.450406419851777e-03, 8.713162737949567e-04, -1.032366602791447e-02, 1.035275431287163e-02
207, 8.610174655914310e-01, -3.867086217499834e-03, 9.374392454964267e-04, -6.381040220668937e-03, 6.448989685330639e-03
233, 8.422674536705020e-01, -6.455404561634711e-03, 2.195676563796553e-03, -1.325937493364156e-02, 1.343647898108401e-02
259, 8.235722184181210e-01, -9.197657794226516e-03, -3.238226429755205e-04, -1.968819488313301e-03, 1.899245868040751e-03
285, 8.049457669258120e-01, -1.203839797142702e-02, 6.554119008731574e-04, -9.261517022031430e-04, 1.014727320195753e-03
311, 7.863141298294070e-01, -1.490599789315344e-02, 2.552700825807694e-03, -1.611054291221545e-02, 1.631148342789800e-02
337, 7.678796052932740e-01, -1.782490542144550e-02, 3.207796233452811e-04, -2.335583385356760e-03, 2.356996735292658e-03
363, 7.495508193969730e-01, -2.073855803954686e-02, 1.383916095166866e-03, -9.178891215843537e-03, 9.282332621081486e-03
389, 7.313483357429500e-01, -2.363351411850846e-02, -8.882584687873088e-04, 3.781179324621639e-03, -3.873490257410349e-03
415, 7.132214307785030e-01, -2.648077418058142e-02, 1.942902889853398e-03, -8.519284788824221e-03, 8.717023897120596e-03
441, 6.951977014541630e-01, -2.927768721889139e-02, 6.332616550939325e-04, -7.833019570193151e-03, 7.837948689328076e-03
467, 6.773055195808410e-01, -3.202433321371403e-02, -1.099867576292246e-03, 5.785535774928969e-03, -5.885045455917108e-03
493, 6.594728827476500e-01, -3.469558977369570e-02, 3.051120362020496e-03, -1.599696511446773e-02, 1.627194766225388e-02
519, 6.418011188507080e-01, -3.731453359399397e-02, -1.309919599673122e-05, -2.550815566602753e-03, 2.521603087561205e-03
545, 6.243042349815370e-01, -3.988274639677752e-02, -1.163964224624884e-03, 7.183226029862431e-03, -7.275315207588533e-03
571, 6.065399646759030e-01, -4.227094882645628e-02, 1.142849551342194e-03, -6.847213252479139e-03, 6.937853655387152e-03
597, 5.888153314590450e-01, -4.456212976605947e-02, 6.739299201580860e-04, -6.553208175357005e-03, 6.585605333121344e-03
623, 5.713157057762150e-01, -4.680866576806263e-02, 2.802685598879542e-04, -2.916197442406888e-03, 2.928430718184333e-03
649, 5.538190603256230e-01, -4.894112816698820e-02, 1.760883776560993e-03, -1.123162262304535e-02, 1.136083645693539e-02
675, 5.363336801528930e-01, -5.095708264679980e-02, -1.510916178606661e-04, -8.613001719194717e-04, 8.393242587353058e-04
701, 5.188096761703490e-01, -5.283433850791446e-02, -1.714115152988723e-03, 1.481611792934816e-02, -1.491369345943290e-02
727, 5.012295246124270e-01, -5.455844967331784e-02, 1.702877694531915e-03, -1.398152347052409e-02, 1.407916922368851e-02
753, 4.835794866085050e-01, -5.611361101869038e-02, 1.369745659066248e-03, -1.635026254194407e-02, 1.640753076195191e-02
779, 4.658685922622680e-01, -5.748843508549170e-02, -9.372405321157466e-04, 8.741018233266897e-03, -8.785613242142493e-03
805, 4.480717480182650e-01, -5.865365022672362e-02, 2.968988242422343e-04, -3.123427227943062e-03, 3.135443417999333e-03
831, 4.301885962486270e-01, -5.957827671247554e-02, 1.269765386359278e-04, -4.678731697268347e-03, 4.679729759680380e-03
857, 4.122794568538670e-01, -6.025568403005205e-02, 6.579243957938564e-05, -5.081368104817107e-03, 5.081011385214123e-03
883, 3.944020271301270e-01, -6.067002122234048e-02, 5.219343028766762e-05, -5.829077912795876e-03, 5.829210612566343e-03
909, 3.766198158264160e-01, -6.078488907815258e-02, -2.525628332405495e-04, -6.535711136436812e-03, 6.535975930316688e-03
935, 3.590588271617890e-01, -6.063244962908942e-02, 2.179170130091773e-04, -2.184921491078741e-03, 2.181069740636915e-03
