"PointID","x","y"
25, 9.853970408439640e-01, 1.322726602744095e-03
51, 9.695732593536380e-01, 3.223565547765395e-03
77, 9.526804089546200e-01, 4.434226162915846e-03
103, 9.349957108497620e-01, 4.267835613220706e-03
129, 9.168222546577450e-01, 3.084009588992534e-03
155, 8.983380794525150e-01, 1.397283835871743e-03
181, 8.797067403793331e-01, -6.395911452112758e-04
207, 8.610174655914310e-01, -2.967403814624370e-03
233, 8.422674536705020e-01, -5.514868712362488e-03
259, 8.235722184181210e-01, -8.255101315415200e-03
285, 8.049457669258120e-01, -1.112277105430108e-02
311, 7.863141298294070e-01, -1.403782127572354e-02
337, 7.678796052932740e-01, -1.701720620291852e-02
363, 7.495508193969730e-01, -1.999944585819709e-02
389, 7.313483357429500e-01, -2.296759611566129e-02
415, 7.132214307785030e-01, -2.589083476315204e-02
441, 6.951977014541630e-01, -2.876542216882261e-02
467, 6.773055195808410e-01, -3.159106090699317e-02
493, 6.594728827476500e-01, -3.434315105408543e-02
519, 6.418011188507080e-01, -3.704473814221411e-02
545, 6.243042349815370e-01, -3.969779925784280e-02
571, 6.065399646759030e-01, -4.217572815707196e-02
597, 5.888153314590450e-01, -4.456041661199565e-02
623, 5.713157057762150e-01, -4.690337558486861e-02
649, 5.538190603256230e-01, -4.913631021511485e-02
675, 5.363336801528930e-01, -5.125649989795898e-02
701, 5.188096761703490e-01, -5.324159600797270e-02
727, 5.012295246124270e-01, -5.507659209187271e-02
753, 4.835794866085050e-01, -5.674487580729316e-02
779, 4.658685922622680e-01, -5.823388211373181e-02
805, 4.480717480182650e-01, -5.951316432595887e-02
831, 4.301885962486270e-01, -6.055019973680096e-02
857, 4.122794568538670e-01, -6.133626051414554e-02
883, 3.944020271301270e-01, -6.185332691815727e-02
909, 3.766198158264160e-01, -6.206279717081538e-02
935, 3.590588271617890e-01, -6.199444811340837e-02
961, 3.418258726596830e-01, -6.165000606553269e-02
987, 3.249974250793460e-01, -6.109961025000484e-02
1013, 3.086399734020230e-01, -6.034606325435615e-02
1039, 2.927811741828920e-01, -5.943318485644086e-02
1065, 2.774220108985900e-01, -5.839958103905003e-02
1091, 2.625653147697450e-01, -5.726799181369847e-02
1117, 2.482267022132870e-01, -5.604351941014094e-02
1143, 2.344165146350860e-01, -5.473419289274633e-02
1169, 2.210974693298340e-01, -5.337130483378306e-02
1195, 2.082438766956330e-01, -5.197326004703152e-02
1221, 1.958884000778200e-01, -5.052878295532993e-02
1247, 1.840233504772190e-01, -4.904711956468333e-02
1273, 1.725961565971370e-01, -4.755160044367916e-02
1299, 1.616173982620240e-01, -4.604043810072671e-02
1325, 1.511152982711790e-01, -4.450650856137871e-02
1351, 1.410477757453920e-01, -4.296565557387911e-02
1377, 1.314679384231570e-01, -4.140465132753374e-02
1403, 1.222792565822600e-01, -3.985189124147345e-02
1429, 1.134960949420930e-01, -3.830360515569816e-02
1455, 1.051684617996220e-01, -3.674944058808697e-02
1481, 9.719923138618471e-02, -3.521204065645016e-02
1507, 8.964005112648010e-02, -3.368028493450291e-02
1533, 8.247101306915280e-02, -3.215907373438855e-02
1559, 7.564741373062130e-02, -3.065647151627063e-02
1585, 6.917616724967959e-02, -2.917095384327226e-02
1611, 6.298619508743290e-02, -2.771385098520330e-02
1637, 5.711802840232850e-02, -2.627774500230918e-02
1663, 5.161416530609130e-02, -2.485513145017407e-02
1689, 4.642483592033390e-02, -2.345351009905119e-02
1715, 4.156750440597530e-02, -2.206914666010780e-02
1741, 3.698146343231200e-02, -2.070999210656670e-02
1767, 3.265759348869320e-02, -1.937613854910838e-02
1793, 2.861636877059940e-02, -1.806426246179546e-02
1819, 2.490270137786870e-02, -1.676688820102264e-02
1845, 2.143678069114690e-02, -1.549364843854279e-02
1871, 1.820489764213560e-02, -1.424565003143178e-02
1897, 1.524919271469120e-02, -1.301623670307650e-02
1923, 1.256430149078370e-02, -1.180460646639652e-02
1949, 1.017087697982790e-02, -1.060569692803398e-02
1975, 8.062899112701419e-03, -9.417041529294153e-03
2001, 6.177186965942380e-03, -8.247306621522106e-03
2027, 4.468053579330440e-03, -7.106710330986909e-03
2053, 3.018766641616820e-03, -5.978348948800517e-03
2079, 1.912891864776610e-03, -4.831631774533376e-03
2105, 1.121968030929570e-03, -3.653143581645269e-03
2131, 5.391836166381840e-04, -2.464195729560646e-03
2157, 1.753866672515870e-04, -1.242688938088753e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00
2209, 1.051127910614010e-04, 1.100959993796532e-03
2235, 3.451704978942870e-04, 2.178054978318831e-03
2261, 7.326900959014890e-04, 3.231626474135667e-03
2287, 1.276999711990360e-03, 4.264406610914716e-03
2313, 1.973092555999760e-03, 5.280615325209094e-03
2339, 2.858132123947140e-03, 6.274517541107507e-03
2365, 3.939032554626460e-03, 7.247730692033411e-03
2391, 5.185037851333620e-03, 8.207892637250290e-03
2417, 6.539613008499150e-03, 9.166260184429276e-03
2443, 7.984459400177000e-03, 1.012570325626742e-02
2469, 9.577721357345579e-03, 1.107623755117476e-02
2495, 1.134461164474490e-02, 1.201473975373138e-02
2521, 1.328635215759280e-02, 1.294202054683652e-02
2547, 1.542121171951290e-02, 1.385591304179293e-02
2573, 1.774638891220090e-02, 1.475819678723913e-02
2599, 2.023851871490480e-02, 1.565387709113624e-02
2625, 2.291005849838260e-02, 1.654166373360910e-02
2651, 2.576607465744020e-02, 1.742172022445178e-02
2677, 2.879580855369570e-02, 1.829696250132442e-02
2703, 3.199326992034910e-02, 1.916953371270396e-02
2729, 3.537228703498840e-02, 2.003785554009428e-02
2755, 3.891497850418090e-02, 2.090655713340648e-02
2781, 4.259017109870910e-02, 2.178276717864812e-02
2807, 4.645630717277530e-02, 2.265628648564755e-02
2833, 5.049252510070800e-02, 2.353268120884768e-02
2859, 5.469727516174320e-02, 2.441338712705927e-02
2885, 5.909299850463870e-02, 2.529533249833033e-02
2911, 6.365954875946039e-02, 2.618396981489641e-02
