"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.511668646909421e-04, -1.307604794267189e-02, -2.987808646180874e-01, 2.990668492126929e-01
51, 9.695732593536380e-01, 1.510615508845476e-03, -2.276466628563591e-03, -2.350144783887941e-01, 2.350090677142511e-01
77, 9.526804089546200e-01, 1.655098867059755e-03, -3.183529857454131e-03, -4.922502127391806e-02, 4.921084180137723e-02
103, 9.349957108497620e-01, 1.361572138653196e-03, 1.578414008778584e-03, -3.451065433759807e-02, 3.454215085351169e-02
129, 9.168222546577450e-01, 5.998276666696951e-04, 1.904550860304137e-03, -3.568617106946630e-02, 3.573684741972150e-02
155, 8.983380794525150e-01, -5.036598687283759e-04, 1.704315068129980e-03, -2.560345326148736e-02, 2.566010054364672e-02
181, 8.797067403793331e-01, -1.910557316001795e-03, 1.479068894089854e-03, -2.114601939398269e-02, 2.119613446415989e-02
207, 8.610174655914310e-01, -3.567848815978575e-03, 1.618414129980738e-03, -1.501091810869549e-02, 1.509638373358851e-02
233, 8.422674536705020e-01, -5.409111568834269e-03, 2.695246128487766e-03, -2.219822411030456e-02, 2.235765558286337e-02
259, 8.235722184181210e-01, -7.434443446063225e-03, -2.693359633098046e-05, -6.494532803773442e-03, 6.450812432923195e-03
285, 8.049457669258120e-01, -9.607658884375612e-03, 9.936842711352066e-04, -4.646888131966071e-03, 4.731785192556123e-03
311, 7.863141298294070e-01, -1.187109462871897e-02, 2.637333105078842e-03, -1.949574068519725e-02, 1.967244241138717e-02
337, 7.678796052932740e-01, -1.426626206109195e-02, 6.048948165363483e-04, -6.133659454215932e-03, 6.159991380350244e-03
363, 7.495508193969730e-01, -1.673839908548147e-02, 8.790450370338823e-04, -7.884981181429053e-03, 7.931303183690343e-03
389, 7.313483357429500e-01, -1.927508165352931e-02, 1.020862867776836e-03, -5.840820666746618e-03, 5.926053900956712e-03
415, 7.132214307785030e-01, -2.184398370035887e-02, 2.632956132628492e-03, -1.575497004888712e-02, 1.596897265771003e-02
441, 6.951977014541630e-01, -2.443865975564112e-02, -1.004019732212733e-03, 9.849583657940474e-04, -1.118884629001161e-03
467, 6.773055195808410e-01, -2.705368546200712e-02, -2.044513442813011e-04, 2.604935005637876e-03, -2.607131750596835e-03
493, 6.594728827476500e-01, -2.965714973387693e-02, 3.743921331799555e-03, -2.100991947929496e-02, 2.133091131989327e-02
519, 6.418011188507080e-01, -3.226585192448763e-02, 7.174013213807079e-05, -3.897405491512315e-03, 3.865743789668800e-03
545, 6.243042349815370e-01, -3.487425847393421e-02, -1.323344534810534e-03, 7.467315885975581e-03, -7.579731795898630e-03
571, 6.065399646759030e-01, -3.734894621414826e-02, 1.525644005611725e-03, -8.518240318641738e-03, 8.646785887018952e-03
597, 5.888153314590450e-01, -3.976688934999623e-02, 1.545439323569395e-03, -1.189646931448097e-02, 1.199614340828182e-02
623, 5.713157057762150e-01, -4.217323189102376e-02, 4.204072013039023e-05, -1.248473144417640e-03, 1.242860307197122e-03
649, 5.538190603256230e-01, -4.449530129204941e-02, 7.263793727037512e-04, -4.994667147044191e-03, 5.046642764978911e-03
675, 5.363336801528930e-01, -4.672635360692274e-02, 4.225466495767842e-04, -4.133884417770628e-03, 4.154450898476834e-03
701, 5.188096761703490e-01, -4.884107953536732e-02, 9.323709477376122e-04, -7.240954177134331e-03, 7.300217163942167e-03
727, 5.012295246124270e-01, -5.082203898838170e-02, 1.081984587668877e-03, -9.302600766442039e-03, 9.365007151319575e-03
753, 4.835794866085050e-01, -5.265078945768725e-02, -1.191878301552344e-04, 6.117133516392155e-04, -6.204642040330502e-04
779, 4.658685922622680e-01, -5.431330085349183e-02, 1.006584951559710e-04, -5.862592724748124e-04, 5.928304059353473e-04
805, 4.480717480182650e-01, -5.577853373899098e-02, 5.746614350641632e-04, -7.391696587968298e-03, 7.413985653925651e-03
831, 4.301885962486270e-01, -5.701364872312294e-02, 2.760109659890329e-04, -5.722237983876663e-03, 5.728325496548758e-03
857, 4.122794568538670e-01, -5.800932572606300e-02, 1.915931554267560e-04, -5.417666588020832e-03, 5.420591394574833e-03
883, 3.944020271301270e-01, -5.874723275720006e-02, 1.675885768188581e-04, -6.914836423773611e-03, 6.916597596434973e-03
909, 3.766198158264160e-01, -5.918855111697019e-02, -6.150388382509681e-06, -7.072514433768647e-03, 7.071337744270267e-03
935, 3.590588271617890e-01, -5.936201141434582e-02, -1.963502815921314e-05, -4.610173759097798e-03, 4.610116628776700e-03
961, 3.418258726596830e-01, -5.926831930896807e-02, 8.863221042792724e-06, -3.497094964998772e-03, 3.496771016996430e-03
