"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.428599150851370e-04, 1.126105592476476e-01, 2.629450870429748e+00, -2.631860772523209e+00
51, 9.695732593536380e-01, 1.489007263444360e-03, 3.690334188242260e-02, 2.851586822575467e+00, -2.851695181271031e+00
77, 9.526804089546200e-01, 1.679251203313470e-03, 3.724834066940946e-02, 6.761327398201723e-01, -6.761566434153869e-01
103, 9.349957108497620e-01, 1.511327689513560e-03, -1.161091418263939e-02, 4.238485794929089e-01, -4.239991872034138e-01
129, 9.168222546577450e-01, 9.227616828866300e-04, -1.831708306918604e-02, 4.398776375047714e-01, -4.402587581705359e-01
155, 8.983380794525150e-01, 8.054462341533510e-06, -1.703386302045335e-02, 3.331863437944103e-01, -3.336147857073312e-01
181, 8.797067403793331e-01, -1.210561604239050e-03, -2.055159936204761e-02, 2.567921048638182e-01, -2.576053549391761e-01
207, 8.610174655914310e-01, -2.686113817617300e-03, -2.094137368435339e-02, 2.420819212267448e-01, -2.429852332461300e-01
233, 8.422674536705020e-01, -4.354327917099000e-03, -1.353162500837954e-02, 1.562517607916347e-01, -1.568320021562568e-01
259, 8.235722184181210e-01, -6.217850837856530e-03, -2.515586078128938e-02, 2.050724791978461e-01, -2.065751396256462e-01
285, 8.049457669258120e-01, -8.241767995059490e-03, -1.949880865305374e-02, 1.929348298207230e-01, -1.939074970288887e-01
311, 7.863141298294070e-01, -1.036873925477270e-02, -1.007800425711224e-02, 8.391769712845189e-02, -8.452060644560676e-02
337, 7.678796052932740e-01, -1.264218706637620e-02, -1.871323142842021e-02, 1.433005058221801e-01, -1.445158240969904e-01
363, 7.495508193969730e-01, -1.500672101974490e-02, -1.399449517554911e-02, 9.968945193971823e-02, -1.006632011359855e-01
389, 7.313483357429500e-01, -1.744982041418550e-02, -1.878277576183929e-02, 1.358893999944236e-01, -1.371809432228770e-01
415, 7.132214307785030e-01, -1.993851736187930e-02, -5.015909166002821e-03, 5.867100577573545e-02, -5.880360747556741e-02
441, 6.951977014541630e-01, -2.246599644422530e-02, -2.136402221087573e-02, 1.169567177347904e-01, -1.187970740321135e-01
467, 6.773055195808410e-01, -2.502630092203620e-02, -2.186063553552257e-02, 1.555836006258395e-01, -1.571112802250998e-01
493, 6.594728827476500e-01, -2.758665196597580e-02, 1.090266864000209e-02, -4.219228315234368e-02, 4.331869101212586e-02
519, 6.418011188507080e-01, -3.016339242458340e-02, -1.353449620755214e-02, 6.738544353715899e-02, -6.863676091189143e-02
545, 6.243042349815370e-01, -3.275020420551300e-02, -3.490609294236242e-02, 2.281724239141858e-01, -2.308163904515231e-01
571, 6.065399646759030e-01, -3.521266952157020e-02, -3.217662891691412e-03, 5.683622808171007e-02, -5.674504352700936e-02
597, 5.888153314590450e-01, -3.762762248516080e-02, 3.720955917886766e-03, -3.798632481958013e-02, 3.813979078685576e-02
623, 5.713157057762150e-01, -4.003950580954550e-02, -1.697260391351247e-02, 1.061423032717888e-01, -1.074604701146624e-01
649, 5.538190603256230e-01, -4.237503558397290e-02, 3.782046183743272e-03, -5.135248666219719e-03, 5.583411115199753e-03
675, 5.363336801528930e-01, -4.462694749236110e-02, -8.176356723331767e-03, 5.010165843196666e-02, -5.072989032616466e-02
701, 5.188096761703490e-01, -4.676951467990880e-02, -2.403264048085826e-02, 1.833134814966695e-01, -1.848677714675002e-01
727, 5.012295246124270e-01, -4.878489673137660e-02, 9.933915179719454e-04, 1.113398002572212e-02, -1.095802277430957e-02
753, 4.835794866085050e-01, -5.065427348017690e-02, 3.656763907419159e-03, -3.890014693817057e-02, 3.907065297702782e-02
