"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.326335847828554e-03, 2.831312786735723e-01, 2.066256375326899e+00, -2.084246767666975e+00
51, 9.695732593536380e-01, 3.242217647233514e-03, 1.395026441797927e-01, 2.354848643315052e+00, -2.357392064022939e+00
77, 9.526804089546200e-01, 4.471276938888586e-03, 5.691773596254622e-02, 5.691878782471209e-01, -5.706845960780047e-01
103, 9.349957108497620e-01, 4.319782862023502e-03, -8.960609182147340e-03, 2.582262577123301e-01, -2.583810379538337e-01
129, 9.168222546577450e-01, 3.146920478972992e-03, -2.955447697059023e-02, 3.372593187072994e-01, -3.385356974968085e-01
155, 8.983380794525150e-01, 1.467307130594177e-03, -2.842452628086762e-02, 2.845384066189757e-01, -2.859546403905450e-01
181, 8.797067403793331e-01, -5.669204340022577e-04, -2.946086495437465e-02, 2.343655247389345e-01, -2.362011259721187e-01
207, 8.610174655914310e-01, -2.896683428489887e-03, -2.986788775958061e-02, 2.345411581764676e-01, -2.364342010842830e-01
233, 8.422674536705020e-01, -5.450095367239435e-03, -1.765659784334857e-02, 1.466557758307857e-01, -1.476827150252595e-01
259, 8.235722184181210e-01, -8.199207034163658e-03, -3.797623626011590e-02, 2.079868606884114e-01, -2.113242509971129e-01
285, 8.049457669258120e-01, -1.107757633347813e-02, -3.273854287574933e-02, 2.294440415100246e-01, -2.317488591689772e-01
311, 7.863141298294070e-01, -1.400424099444277e-02, -3.036069172695515e-03, 2.571799236160349e-02, -2.587501978121471e-02
337, 7.678796052932740e-01, -1.699529645731614e-02, -3.830565995348271e-02, 2.001847280693264e-01, -2.037385444877314e-01
363, 7.495508193969730e-01, -1.998881601713879e-02, -2.558203805310722e-02, 1.649230604843539e-01, -1.668897884889252e-01
389, 7.313483357429500e-01, -2.296753886875076e-02, -1.999164018230106e-02, 1.254484198062695e-01, -1.270306980130295e-01
415, 7.132214307785030e-01, -2.590052254181693e-02, -7.041535502148653e-03, 5.947034352065086e-02, -5.983377650037300e-02
441, 6.951977014541630e-01, -2.878397623437184e-02, -1.873357349189700e-02, 9.052762639383558e-02, -9.234700065103690e-02
467, 6.773055195808410e-01, -3.161763448540347e-02, -3.922624295300798e-02, 2.347485938505830e-01, -2.379908089693575e-01
493, 6.594728827476500e-01, -3.437702110292796e-02, 1.995238917676071e-02, -7.739704273663466e-02, 7.953213280117521e-02
519, 6.418011188507080e-01, -3.708525748689227e-02, -8.906135995203757e-03, 3.587533804412129e-02, -3.680837243871999e-02
545, 6.243042349815370e-01, -3.974444394440432e-02, -5.692891160890713e-02, 3.468193942221670e-01, -3.514045904398707e-01
571, 6.065399646759030e-01, -4.222823740665765e-02, -1.352660692929074e-03, 7.136566886865317e-02, -7.088602282534864e-02
597, 5.888153314590450e-01, -4.461852314093329e-02, 1.877925334658093e-02, -1.530663330038624e-01, 1.542035561977524e-01
623, 5.713157057762150e-01, -4.696684217045721e-02, -3.085437707149739e-02, 1.896913283904634e-01, -1.920923514378755e-01
649, 5.538190603256230e-01, -4.920503250425676e-02, 1.421613871408974e-02, -5.701727466733170e-02, 5.833845467372614e-02
675, 5.363336801528930e-01, -5.133041020184045e-02, -6.809711470850810e-03, 2.183471220929115e-02, -2.248044174911175e-02
701, 5.188096761703490e-01, -5.332065737865032e-02, -4.087341537317579e-02, 3.355513613009559e-01, -3.380050555383816e-01
727, 5.012295246124270e-01, -5.516076544638952e-02, 1.695335927248465e-02, -1.080732066930669e-01, 1.092221316531239e-01
753, 4.835794866085050e-01, -5.683409599626167e-02, 7.249188120414667e-04, -3.448026496053073e-02, 3.440745085815471e-02
779, 4.658685922622680e-01, -5.832802932616129e-02, -1.503274910806735e-02, 1.623220459074662e-01, -1.630000561089555e-01
805, 4.480717480182650e-01, -5.961205238568037e-02, -2.060550507083284e-03, 5.282107087710595e-02, -5.284324999992108e-02
831, 4.301885962486270e-01, -6.065354884113133e-02, -1.098402031234910e-03, 1.822730088724108e-02, -1.825961710235587e-02
857, 4.122794568538670e-01, -6.144366570485413e-02, -9.800216685407449e-04, 2.399799175268093e-02, -2.401778188136448e-02
883, 3.944020271301270e-01, -6.196424981243129e-02, -6.684272115239815e-04, 3.354958307063140e-02, -3.355623450296642e-02
909, 3.766198158264160e-01, -6.217656262198927e-02, -2.098665495286981e-04, 2.405185332820331e-02, -2.405251503136117e-02
935, 3.590588271617890e-01, -6.211024412404795e-02, 8.258687127755926e-04, 9.907075317306023e-03, -9.916111540544996e-03
961, 3.418258726596830e-01, -6.176691139561845e-02, 1.745847541813966e-03, -6.873917025759479e-03, 6.825765208669502e-03
987, 3.249974250793460e-01, -6.121662716689300e-02, 2.122663727382014e-03, 8.290332655430700e-02, -8.292271632055764e-02
1013, 3.086399734020230e-01, -6.046215053146189e-02, 3.059026457655212e-03, 1.567153072223745e-01, -1.566636382831591e-01
1039, 2.927811741828920e-01, -5.954728757998922e-02, -2.200080464209226e-03, -1.219536168869296e-01, 1.218532940716582e-01
1065, 2.774220108985900e-01, -5.851065167942403e-02, -2.074836066529182e-02, -4.046364967440993e-01, 4.050826606133082e-01
1091, 2.625653147697450e-01, -5.737501004940364e-02, 4.249221241479092e-03, 1.253249591759217e-01, -1.252588427857582e-01
1117, 2.482267022132870e-01, -5.614551567776847e-02, 2.846378914798497e-02, 4.111607380886967e-01, -4.120535785059624e-01
1143, 2.344165146350860e-01, -5.483026696647753e-02, -3.785809071634226e-03, -1.319301265682993e-01, 1.316615904508983e-01
1169, 2.210974693298340e-01, -5.346061731590615e-02, -3.705570943446028e-02, -4.013647996754960e-01, 4.030345888126851e-01
1195, 2.082438766956330e-01, -5.205504018127709e-02, 1.214999714841656e-02, 1.950076453530295e-01, -1.951349687458181e-01
1221, 1.958884000778200e-01, -5.060237206102196e-02, 3.084666504440104e-02, 2.461653656791291e-01, -2.480887807894585e-01
1247, 1.840233504772190e-01, -4.911195814514835e-02, -3.735807386190865e-02, -3.474739731986752e-01, 3.494009430523909e-01
1273, 1.725961565971370e-01, -4.760719449080764e-02, -1.932208058794509e-03, 2.185337457987147e-02, -2.139825536342660e-02
1299, 1.616173982620240e-01, -4.608640723007560e-02, 1.213325204663350e-02, 6.859908368388033e-02, -6.962509482672312e-02
1325, 1.511152982711790e-01, -4.454260977490338e-02, -1.295736934690414e-02, -7.737762316963759e-02, 7.844422598219229e-02
1351, 1.410477757453920e-01, -4.299171959143649e-02, 2.279893145530658e-02, 1.666436897120278e-01, -1.681567668615730e-01
1377, 1.314679384231570e-01, -4.142067595916994e-02, -2.208531853118138e-02, -1.802161390391447e-01, 1.813925628346118e-01
1403, 1.222792565822600e-01, -3.985788302107383e-02, -2.016550628836523e-02, -9.792789020049256e-02, 9.993412794687978e-02
1429, 1.134960949420930e-01, -3.829968908493719e-02, 3.640524977635361e-02, 2.218235197894904e-01, -2.247554247060958e-01
1455, 1.051684617996220e-01, -3.673590153861840e-02, -2.937284548474537e-02, -1.836507628200924e-01, 1.859011491375577e-01
1481, 9.719923138618471e-02, -3.518914887867863e-02, -7.985782762009765e-03, -3.981960361298229e-02, 4.061242452084851e-02
1507, 8.964005112648010e-02, -3.364846275626763e-02, 1.233672031079272e-02, 7.237068715480831e-02, -7.336526886486652e-02
1533, 8.247101306915280e-02, -3.211880640333807e-02, -3.016025682292005e-03, -6.661461196121333e-03, 7.149939262575305e-03
1559, 7.564741373062130e-02, -3.060827205487765e-02, 4.201467219659866e-03, 1.526556752067587e-02, -1.581614906930977e-02
1585, 6.917616724967959e-02, -2.911541849348092e-02, -3.163211820026610e-02, -1.517131329938473e-01, 1.549315877240699e-01
1611, 6.298619508743290e-02, -2.765156874507239e-02, 2.978107920246787e-03, 2.477772104305539e-02, -2.478581426686885e-02
1637, 5.711802840232850e-02, -2.620941989568723e-02, 1.528690804695345e-02, 6.195440493021113e-02, -6.381162514860232e-02
1663, 5.161416530609130e-02, -2.478156829646621e-02, -1.192420267425279e-02, -4.816396938599964e-02, 4.961143985866848e-02
