"PointID","x","y"
25, 9.853970408439640e-01, 1.273304215547406e-03
51, 9.695732593536380e-01, 2.951275732617618e-03
77, 9.526804089546200e-01, 3.843250059516141e-03
103, 9.349957108497620e-01, 3.361632296548697e-03
129, 9.168222546577450e-01, 1.908946025307301e-03
155, 8.983380794525150e-01, 2.954097851691072e-05
181, 8.797067403793331e-01, -2.102393953157469e-03
207, 8.610174655914310e-01, -4.426066020470094e-03
233, 8.422674536705020e-01, -6.884572129541629e-03
259, 8.235722184181210e-01, -9.473411389369201e-03
285, 8.049457669258120e-01, -1.214991905288299e-02
311, 7.863141298294070e-01, -1.485234181149254e-02
337, 7.678796052932740e-01, -1.761467978248384e-02
363, 7.495508193969730e-01, -2.038463144001920e-02
389, 7.313483357429500e-01, -2.315177950444966e-02
415, 7.132214307785030e-01, -2.588798474025422e-02
441, 6.951977014541630e-01, -2.859078941053352e-02
467, 6.773055195808410e-01, -3.125953742483449e-02
493, 6.594728827476500e-01, -3.386744540746500e-02
519, 6.418011188507080e-01, -3.643629779996492e-02
545, 6.243042349815370e-01, -3.896586492951060e-02
571, 6.065399646759030e-01, -4.132444508070057e-02
597, 5.888153314590450e-01, -4.359425956616993e-02
623, 5.713157057762150e-01, -4.582642788853691e-02
649, 5.538190603256230e-01, -4.795010219813496e-02
675, 5.363336801528930e-01, -4.996194553491821e-02
701, 5.188096761703490e-01, -5.183907418884839e-02
727, 5.012295246124270e-01, -5.356659103989600e-02
753, 4.835794866085050e-01, -5.512845397623787e-02
779, 4.658685922622680e-01, -5.651322998656703e-02
805, 4.480717480182650e-01, -5.769181143898450e-02
831, 4.301885962486270e-01, -5.863355260681907e-02
857, 4.122794568538670e-01, -5.933224091478274e-02
883, 3.944020271301270e-01, -5.977252643555685e-02
909, 3.766198158264160e-01, -5.991853865588647e-02
935, 3.590588271617890e-01, -5.980280784601726e-02
961, 3.418258726596830e-01, -5.942925739275488e-02
987, 3.249974250793460e-01, -5.886956272301486e-02
1013, 3.086399734020230e-01, -5.812740697778731e-02
1039, 2.927811741828920e-01, -5.724688682408487e-02
1065, 2.774220108985900e-01, -5.626645952094847e-02
1091, 2.625653147697450e-01, -5.520832801343654e-02
1117, 2.482267022132870e-01, -5.407660089233208e-02
1143, 2.344165146350860e-01, -5.287794744196989e-02
1169, 2.210974693298340e-01, -5.164244939809384e-02
1195, 2.082438766956330e-01, -5.038715354060619e-02
1221, 1.958884000778200e-01, -4.909859800898193e-02
1247, 1.840233504772190e-01, -4.778408044589297e-02
1273, 1.725961565971370e-01, -4.646562828659118e-02
1299, 1.616173982620240e-01, -4.513923166524306e-02
1325, 1.511152982711790e-01, -4.379508469270194e-02
1351, 1.410477757453920e-01, -4.244757305115897e-02
1377, 1.314679384231570e-01, -4.108021305629031e-02
1403, 1.222792565822600e-01, -3.972119943800295e-02
1429, 1.134960949420930e-01, -3.836444760735586e-02
1455, 1.051684617996220e-01, -3.699648821639533e-02
1481, 9.719923138618471e-02, -3.564022480635658e-02
1507, 8.964005112648010e-02, -3.428157256524444e-02
1533, 8.247101306915280e-02, -3.292419404713898e-02
1559, 7.564741373062130e-02, -3.157560020788022e-02
1585, 6.917616724967959e-02, -3.023263865273526e-02
1611, 6.298619508743290e-02, -2.890677145871674e-02
1637, 5.711802840232850e-02, -2.758833660992982e-02
1663, 5.161416530609130e-02, -2.626785853882570e-02
1689, 4.642483592033390e-02, -2.495280171477979e-02
1715, 4.156750440597530e-02, -2.363829945829698e-02
1741, 3.698146343231200e-02, -2.233235766602355e-02
1767, 3.265759348869320e-02, -2.103420382549223e-02
1793, 2.861636877059940e-02, -1.973954357243331e-02
1819, 2.490270137786870e-02, -1.844051673509639e-02
1845, 2.143678069114690e-02, -1.714653181132609e-02
1871, 1.820489764213560e-02, -1.585782976199271e-02
1897, 1.524919271469120e-02, -1.456790183195554e-02
1923, 1.256430149078370e-02, -1.327611034801028e-02
1949, 1.017087697982790e-02, -1.197896055618285e-02
1975, 8.062899112701419e-03, -1.067560417178442e-02
2001, 6.177186965942380e-03, -9.372371413529163e-03
2027, 4.468053579330440e-03, -8.074517133904091e-03
2053, 3.018766641616820e-03, -6.771533718668689e-03
2079, 1.912891864776610e-03, -5.449692788043354e-03
2105, 1.121968030929570e-03, -4.106319842381289e-03
2131, 5.391836166381840e-04, -2.753215535597603e-03
2157, 1.753866672515870e-04, -1.382795949231716e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00
2209, 1.051127910614010e-04, 1.122324265735568e-03
2235, 3.451704978942870e-04, 2.221197773285468e-03
2261, 7.326900959014890e-04, 3.296407057869225e-03
2287, 1.276999711990360e-03, 4.349347103182403e-03
2313, 1.973092555999760e-03, 5.383167789805933e-03
2339, 2.858132123947140e-03, 6.392351161254366e-03
2365, 3.939032554626460e-03, 7.377936685810663e-03
2391, 5.185037851333620e-03, 8.347090292427166e-03
2417, 6.539613008499150e-03, 9.311119751237952e-03
2443, 7.984459400177000e-03, 1.027344930255149e-02
2469, 9.577721357345579e-03, 1.122458422767611e-02
2495, 1.134461164474490e-02, 1.216156810616562e-02
2521, 1.328635215759280e-02, 1.308536919591244e-02
2547, 1.542121171951290e-02, 1.399397406944499e-02
2573, 1.774638891220090e-02, 1.488938402747321e-02
2599, 2.023851871490480e-02, 1.577693363176213e-02
2625, 2.291005849838260e-02, 1.665556689652312e-02
2651, 2.576607465744020e-02, 1.752570232049898e-02
2677, 2.879580855369570e-02, 1.839056461277666e-02
2703, 3.199326992034910e-02, 1.925257998904909e-02
2729, 3.537228703498840e-02, 2.011037742353073e-02
2755, 3.891497850418090e-02, 2.096888019429533e-02
2781, 4.259017109870910e-02, 2.183551056378103e-02
2807, 4.645630717277530e-02, 2.270011432060556e-02
2833, 5.049252510070800e-02, 2.356850346772572e-02
2859, 5.469727516174320e-02, 2.444228783607510e-02
2885, 5.909299850463870e-02, 2.531852335613611e-02
2911, 6.365954875946039e-02, 2.620283708230710e-02
2937, 6.838649511337280e-02, 2.709918243394852e-02
2963, 7.332068681716920e-02, 2.799885941200574e-02
2989, 7.843562960624691e-02, 2.890958475725482e-02
3015, 8.375442028045650e-02, 2.982732081050626e-02
3041, 8.928063511848450e-02, 3.075332967570570e-02
3067, 9.501701593399051e-02, 3.168803043153379e-02
3093, 1.010102331638340e-01, 3.262211555532936e-02
3119, 1.072062253952030e-01, 3.356986180845339e-02
3145, 1.136637628078460e-01, 3.451806719504657e-02
3171, 1.203565001487730e-01, 3.547476380740709e-02
3197, 1.272729039192200e-01, 3.644445188433448e-02
3223, 1.344466507434840e-01, 3.741937263618660e-02
3249, 1.419069468975070e-01, 3.839215443585701e-02
3275, 1.496536135673520e-01, 3.936355556185095e-02
3301, 1.576814949512480e-01, 4.033557875769619e-02
3327, 1.660248339176180e-01, 4.129793314227867e-02
3353, 1.746245622634890e-01, 4.227032878953585e-02
3379, 1.835020482540130e-01, 4.324694622845017e-02
3405, 1.926559209823610e-01, 4.422840448018521e-02
3431, 2.020680904388430e-01, 4.522292030982709e-02
3457, 2.117756903171540e-01, 4.621630877685507e-02
3483, 2.217475175857540e-01, 4.722234205492763e-02
3509, 2.320270836353300e-01, 4.822273365593890e-02
3535, 2.426079511642460e-01, 4.922019439919650e-02
3561, 2.535301446914670e-01, 5.019466506543585e-02
3587, 2.647941112518310e-01, 5.114222107607928e-02
3613, 2.764054536819460e-01, 5.205530996166935e-02
3639, 2.883291840553280e-01, 5.294953298864168e-02
3665, 3.005529642105100e-01, 5.382976950118754e-02
3691, 3.130726814270020e-01, 5.469516265502040e-02
3717, 3.258830904960630e-01, 5.554543344380020e-02
3743, 3.389919400215150e-01, 5.636842669416221e-02
3769, 3.523894548416140e-01, 5.716477974557388e-02
3795, 3.660713136196140e-01, 5.792872883083835e-02
3821, 3.800389170646670e-01, 5.864349659083673e-02
3847, 3.942807912826540e-01, 5.930187169673169e-02
3873, 4.087766110897060e-01, 5.991536173731856e-02
3899, 4.235162138938900e-01, 6.047152181050271e-02
3925, 4.384851455688480e-01, 6.096982167870534e-02
3951, 4.536674916744230e-01, 6.139382906193835e-02
3977, 4.690417945384980e-01, 6.171633452766370e-02
4003, 4.845884144306180e-01, 6.194907932575459e-02
4029, 5.002762079238890e-01, 6.206704156074964e-02
4055, 5.160748958587650e-01, 6.205835655527434e-02
4081, 5.319590568542480e-01, 6.192125855514975e-02
4107, 5.478921532630920e-01, 6.164062648687847e-02
4133, 5.638301968574519e-01, 6.120074726292854e-02
4159, 5.797371864318850e-01, 6.059441253034237e-02
4185, 5.956164002418520e-01, 5.984086228918125e-02
4211, 6.114472150802610e-01, 5.893908793529050e-02
4237, 6.271871328353880e-01, 5.787931543204822e-02
4263, 6.428214907646180e-01, 5.666671488552311e-02
4289, 6.584149599075320e-01, 5.534023060225035e-02
4315, 6.737585067749020e-01, 5.382879492077551e-02
4341, 6.888993382453920e-01, 5.216608442048058e-02
4367, 7.042160034179690e-01, 5.050127537262664e-02
4393, 7.193410396575930e-01, 4.871844121013710e-02
4419, 7.341139912605290e-01, 4.678005021424909e-02
4445, 7.489700317382810e-01, 4.484518166240280e-02
4471, 7.636658549308780e-01, 4.285446902875422e-02
4497, 7.780403494834900e-01, 4.077994633266106e-02
4523, 7.922744154930110e-01, 3.869388181394502e-02
4549, 8.063289523124690e-01, 3.660218188856798e-02
4575, 8.201366662979130e-01, 3.450268578859387e-02
4601, 8.336892127990720e-01, 3.240701424861799e-02
4627, 8.470668792724610e-01, 3.034549803610543e-02
4653, 8.601957559585570e-01, 2.830654718879643e-02
4679, 8.730279207229610e-01, 2.628367157245508e-02
4705, 8.855857253074650e-01, 2.428730435870528e-02
