"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.282856553834664e-03, -2.388040315720052e-02, -2.443346546936451e-01, 2.454960780714092e-01
51, 9.695732593536380e-01, 2.997267457363961e-03, -8.474639024734901e-03, -1.522947599473251e-01, 1.524827996184580e-01
77, 9.526804089546200e-01, 3.924366094581963e-03, -2.742975307573646e-03, -1.649333190959917e-02, 1.652847607835538e-02
103, 9.349957108497620e-01, 3.458853821531435e-03, 1.847588847293338e-03, -1.893019284281160e-02, 1.900179307358463e-02
129, 9.168222546577450e-01, 2.009021547385978e-03, 2.306026587962941e-03, -2.451315560313269e-02, 2.462126430033065e-02
155, 8.983380794525150e-01, 1.257043851727652e-04, 2.726026091359376e-03, -2.461842792504011e-02, 2.476883196007758e-02
181, 8.797067403793331e-01, -2.015371142086534e-03, 7.305177983235686e-04, -1.353645236936521e-02, 1.352705869200519e-02
207, 8.610174655914310e-01, -4.353155088070137e-03, 1.478660380410398e-03, -8.063318287678556e-03, 8.186059178421860e-03
233, 8.422674536705020e-01, -6.829886868574724e-03, 3.790126314342275e-03, -2.417975114356977e-02, 2.446986579849569e-02
259, 8.235722184181210e-01, -9.439497265874751e-03, -2.303557828505023e-04, -4.310029979910619e-03, 4.234657376252267e-03
285, 8.049457669258120e-01, -1.213775859920099e-02, 1.083723501979926e-03, -3.461765465751041e-03, 3.581750089172525e-03
311, 7.863141298294070e-01, -1.486170137560947e-02, 2.949936739661769e-03, -1.962527049983313e-02, 1.984570997957419e-02
337, 7.678796052932740e-01, -1.764413621851119e-02, 6.666235845166855e-04, -5.142553213434055e-03, 5.184384856884881e-03
363, 7.495508193969730e-01, -2.043224981414733e-02, 1.673049693027976e-03, -1.100113333565036e-02, 1.112762367982688e-02
389, 7.313483357429500e-01, -2.321526344266579e-02, -4.901424046401645e-04, 1.176233843888429e-03, -1.236620602639215e-03
415, 7.132214307785030e-01, -2.596494581942444e-02, 2.033510841852736e-03, -9.597002481904210e-03, 9.793121506845808e-03
441, 6.951977014541630e-01, -2.867883043477337e-02, 8.925953614144496e-04, -9.349188821818082e-03, 9.378105210986837e-03
467, 6.773055195808410e-01, -3.135637020702615e-02, -6.740229903675741e-04, 3.154523239728620e-03, -3.219240263763674e-03
493, 6.594728827476500e-01, -3.397100088539255e-02, 2.863844395817772e-03, -1.549482296774267e-02, 1.574608489031499e-02
519, 6.418011188507080e-01, -3.654469194098865e-02, 1.838530773313808e-04, -3.724904365213776e-03, 3.712667085298452e-03
545, 6.243042349815370e-01, -3.907746124787427e-02, -5.731582780450308e-04, 3.380161191113038e-03, -3.426859989617875e-03
571, 6.065399646759030e-01, -4.143788227225434e-02, 1.187542696105646e-03, -7.811885044394671e-03, 7.899872872759872e-03
597, 5.888153314590450e-01, -4.370831777002462e-02, 5.731868023404065e-04, -5.743244088329619e-03, 5.769569014971138e-03
623, 5.713157057762150e-01, -4.594008900410845e-02, 5.830378003540292e-04, -4.861463149525103e-03, 4.896252458276850e-03
649, 5.538190603256230e-01, -4.806252152538388e-02, 1.630398423987836e-03, -1.076709076837037e-02, 1.088401028292013e-02
675, 5.363336801528930e-01, -5.007241460419278e-02, -7.441288591503607e-05, -1.304027420041628e-03, 1.287867711716699e-03
701, 5.188096761703490e-01, -5.194698756666913e-02, -1.266769689693157e-03, 1.093624960759313e-02, -1.100841940802998e-02
727, 5.012295246124270e-01, -5.367142157134291e-02, 1.674121592082204e-03, -1.417340772456881e-02, 1.426759686205544e-02
753, 4.835794866085050e-01, -5.522972800592520e-02, 1.341817387741797e-03, -1.593889162685951e-02, 1.599526343113372e-02
779, 4.658685922622680e-01, -5.661050849006791e-02, -8.062814066352080e-04, 7.223898959525869e-03, -7.263136469461727e-03
805, 4.480717480182650e-01, -5.778466005526320e-02, 3.538889777686776e-04, -4.147763387869940e-03, 4.161424096474313e-03
831, 4.301885962486270e-01, -5.872152572709240e-02, 1.607587214492994e-04, -5.370139481312285e-03, 5.371892395224603e-03
857, 4.122794568538670e-01, -5.941488152832830e-02, 9.086606696318597e-05, -5.637059660955280e-03, 5.637124579225424e-03
883, 3.944020271301270e-01, -5.984935512166507e-02, 6.467504445697605e-05, -6.449060642910133e-03, 6.449266055706359e-03
909, 3.766198158264160e-01, -5.998904952489079e-02, -2.184529867293987e-04, -6.947355872705931e-03, 6.947249125118528e-03
935, 3.590588271617890e-01, -5.986649351537325e-02, 1.601819729636964e-04, -2.843432992066442e-03, 2.840817964679204e-03
