"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.280850293602096e-03, -2.396738080430377e-02, -2.460450169511348e-01, 2.472067930470335e-01
51, 9.695732593536380e-01, 2.987613478533271e-03, -8.506843340526747e-03, -1.539615032329802e-01, 1.541484933309104e-01
77, 9.526804089546200e-01, 3.907366428428192e-03, -2.767460412601133e-03, -1.690797262604753e-02, 1.694262362412134e-02
103, 9.349957108497620e-01, 3.438555337319696e-03, 1.860366747966241e-03, -1.916901851250170e-02, 1.924104717096066e-02
129, 9.168222546577450e-01, 1.988278508510218e-03, 2.329550899421215e-03, -2.476169341493246e-02, 2.487090994522204e-02
155, 8.983380794525150e-01, 1.060131108114930e-04, 2.749685524275019e-03, -2.483235581248659e-02, 2.498405865305400e-02
181, 8.797067403793331e-01, -2.032847302156899e-03, 7.467489382946924e-04, -1.369985567922950e-02, 1.369136169770800e-02
207, 8.610174655914310e-01, -4.367324370001328e-03, 1.495727196653721e-03, -8.179286318529362e-03, 8.303169847493406e-03
233, 8.422674536705020e-01, -6.839855725905669e-03, 3.811631391545731e-03, -2.436003684129364e-02, 2.465128795289320e-02
259, 8.235722184181210e-01, -9.444720467081936e-03, -2.187569503950623e-04, -4.356339733980664e-03, 4.282350109529496e-03
285, 8.049457669258120e-01, -1.213803279047667e-02, 1.073282921809677e-03, -3.580401104241142e-03, 3.697504014033337e-03
311, 7.863141298294070e-01, -1.485708675991456e-02, 2.944652093037447e-03, -1.951881211071728e-02, 1.973961892223977e-02
337, 7.678796052932740e-01, -1.763495296268720e-02, 8.110420537357314e-04, -5.911887903443675e-03, 5.966692157158848e-03
363, 7.495508193969730e-01, -2.041892704158938e-02, 1.533141378387238e-03, -1.046152480429800e-02, 1.057310266038982e-02
389, 7.313483357429500e-01, -2.319830773992057e-02, -5.686212704353945e-04, 1.870964281041131e-03, -1.935196696515387e-03
415, 7.132214307785030e-01, -2.594488203325142e-02, 2.207362659154835e-03, -1.059302785474274e-02, 1.080385023722406e-02
