"PointID","x","y"
25, 9.853970408439640e-01, 1.285099938743865e-03
51, 9.695732593536380e-01, 3.008461885781642e-03
77, 9.526804089546200e-01, 3.945312177353355e-03
103, 9.349957108497620e-01, 3.485910740826105e-03
129, 9.168222546577450e-01, 2.038865425773531e-03
155, 8.983380794525150e-01, 1.557299565121202e-04
181, 8.797067403793331e-01, -1.987680007812277e-03
207, 8.610174655914310e-01, -4.330143813138012e-03
233, 8.422674536705020e-01, -6.813430668226818e-03
259, 8.235722184181210e-01, -9.430783536287330e-03
285, 8.049457669258120e-01, -1.213732543902642e-02
311, 7.863141298294070e-01, -1.486958875575073e-02
337, 7.678796052932740e-01, -1.765990173213063e-02
363, 7.495508193969730e-01, -2.045523397964451e-02
389, 7.313483357429500e-01, -2.324465132310691e-02
415, 7.132214307785030e-01, -2.599987581903147e-02
441, 6.951977014541630e-01, -2.871842838289376e-02
467, 6.773055195808410e-01, -3.139979685523595e-02
493, 6.594728827476500e-01, -3.401749853758370e-02
519, 6.418011188507080e-01, -3.659356763439140e-02
545, 6.243042349815370e-01, -3.912811318887939e-02
571, 6.065399646759030e-01, -4.148982573921363e-02
597, 5.888153314590450e-01, -4.376110970936430e-02
623, 5.713157057762150e-01, -4.599335320438615e-02
649, 5.538190603256230e-01, -4.811595152560583e-02
675, 5.363336801528930e-01, -5.012575088531059e-02
701, 5.188096761703490e-01, -5.200000626716583e-02
727, 5.012295246124270e-01, -5.372392303680602e-02
753, 4.835794866085050e-01, -5.528152633119926e-02
779, 4.658685922622680e-01, -5.666142263619817e-02
805, 4.480717480182650e-01, -5.783450283953645e-02
831, 4.301885962486270e-01, -5.877009605314035e-02
857, 4.122794568538670e-01, -5.946196186115167e-02
883, 3.944020271301270e-01, -5.989470753002232e-02
909, 3.766198158264160e-01, -6.003241457728280e-02
935, 3.590588271617890e-01, -5.990759981866121e-02
961, 3.418258726596830e-01, -5.952418472433693e-02
987, 3.249974250793460e-01, -5.895385187519751e-02
1013, 3.086399734020230e-01, -5.820031408542565e-02
1039, 2.927811741828920e-01, -5.730769923597930e-02
1065, 2.774220108985900e-01, -5.631449733763884e-02
1091, 2.625653147697450e-01, -5.524296353078876e-02
1117, 2.482267022132870e-01, -5.409728908631607e-02
1143, 2.344165146350860e-01, -5.288424015148011e-02
1169, 2.210974693298340e-01, -5.163395725564254e-02
1195, 2.082438766956330e-01, -5.036356181603927e-02
1221, 1.958884000778200e-01, -4.905974414040849e-02
1247, 1.840233504772190e-01, -4.772991608744908e-02
1273, 1.725961565971370e-01, -4.639616166859450e-02
1299, 1.616173982620240e-01, -4.505461074019736e-02
1325, 1.511152982711790e-01, -4.369562644546431e-02
1351, 1.410477757453920e-01, -4.233366426670034e-02
1377, 1.314679384231570e-01, -4.095244337457873e-02
1403, 1.222792565822600e-01, -3.958014084269659e-02
1429, 1.134960949420930e-01, -3.821081018693676e-02
1455, 1.051684617996220e-01, -3.683116336332629e-02
1481, 9.719923138618471e-02, -3.546407153964785e-02
1507, 8.964005112648010e-02, -3.409561773802661e-02
1533, 8.247101306915280e-02, -3.272952353124388e-02
1559, 7.564741373062130e-02, -3.137332690364186e-02
1585, 6.917616724967959e-02, -3.002395943159310e-02
1611, 6.298619508743290e-02, -2.869289294088023e-02
1637, 5.711802840232850e-02, -2.737057859873937e-02
1663, 5.161416530609130e-02, -2.604761490591287e-02
1689, 4.642483592033390e-02, -2.473147651443113e-02
1715, 4.156750440597530e-02, -2.341732631561597e-02
1741, 3.698146343231200e-02, -2.211320359418340e-02
1767, 3.265759348869320e-02, -2.081839020520584e-02
1793, 2.861636877059940e-02, -1.952861061835148e-02
1819, 2.490270137786870e-02, -1.823592317681002e-02
1845, 2.143678069114690e-02, -1.694984924030761e-02
1871, 1.820489764213560e-02, -1.567070239344615e-02
1897, 1.524919271469120e-02, -1.439185167275061e-02
1923, 1.256430149078370e-02, -1.311261855731492e-02
1949, 1.017087697982790e-02, -1.182928766438492e-02
1975, 8.062899112701419e-03, -1.054083649274660e-02
2001, 6.177186965942380e-03, -9.253910949126082e-03
2027, 4.468053579330440e-03, -7.974303260695174e-03
2053, 3.018766641616820e-03, -6.690714569076901e-03
2079, 1.912891864776610e-03, -5.387633564691035e-03
2105, 1.121968030929570e-03, -4.061412950556862e-03
2131, 5.391836166381840e-04, -2.724957104512819e-03
2157, 1.753866672515870e-04, -1.369287064809921e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00
2209, 1.051127910614010e-04, 1.116622976619681e-03
2235, 3.451704978942870e-04, 2.209040410405364e-03
2261, 7.326900959014890e-04, 3.277264393537831e-03
2287, 1.276999711990360e-03, 4.323101079320550e-03
2313, 1.973092555999760e-03, 5.350096411377985e-03
2339, 2.858132123947140e-03, 6.352665692272681e-03
2365, 3.939032554626460e-03, 7.332101370115219e-03
2391, 5.185037851333620e-03, 8.295884008279171e-03
2417, 6.539613008499150e-03, 9.255510947106402e-03
2443, 7.984459400177000e-03, 1.021433192917241e-02
2469, 9.577721357345579e-03, 1.116265536660170e-02
2495, 1.134461164474490e-02, 1.209750627473598e-02
2521, 1.328635215759280e-02, 1.301987991697885e-02
2547, 1.542121171951290e-02, 1.392777007962441e-02
2573, 1.774638891220090e-02, 1.482318948898458e-02
2599, 2.023851871490480e-02, 1.571145503380234e-02
2625, 2.291005849838260e-02, 1.659148200685644e-02
2651, 2.576607465744020e-02, 1.746365758463369e-02
2677, 2.879580855369570e-02, 1.833115612785640e-02
2703, 3.199326992034910e-02, 1.919634712768295e-02
2729, 3.537228703498840e-02, 2.005781947404142e-02
2755, 3.891497850418090e-02, 2.092041985060901e-02
2781, 4.259017109870910e-02, 2.179147164909518e-02
2807, 4.645630717277530e-02, 2.266082973406977e-02
2833, 5.049252510070800e-02, 2.353421992439803e-02
2859, 5.469727516174320e-02, 2.441318788834799e-02
2885, 5.909299850463870e-02, 2.529475396458214e-02
2911, 6.365954875946039e-02, 2.618445694141215e-02
2937, 6.838649511337280e-02, 2.708617583065507e-02
2963, 7.332068681716920e-02, 2.799119991736417e-02
2989, 7.843562960624691e-02, 2.890715220630439e-02
3015, 8.375442028045650e-02, 2.982995453723467e-02
3041, 8.928063511848450e-02, 3.076080671659404e-02
3067, 9.501701593399051e-02, 3.170006529749243e-02
3093, 1.010102331638340e-01, 3.263839059971991e-02
3119, 1.072062253952030e-01, 3.358995537491528e-02
3145, 1.136637628078460e-01, 3.454153068682408e-02
3171, 1.203565001487730e-01, 3.550107133888425e-02
3197, 1.272729039192200e-01, 3.647301975770589e-02
3223, 1.344466507434840e-01, 3.744957814714015e-02
3249, 1.419069468975070e-01, 3.842332937671149e-02
3275, 1.496536135673520e-01, 3.939498361736241e-02
3301, 1.576814949512480e-01, 4.036650587902459e-02
3327, 1.660248339176180e-01, 4.132757268211502e-02
3353, 1.746245622634890e-01, 4.229788855830169e-02
3379, 1.835020482540130e-01, 4.327163258089386e-02
3405, 1.926559209823610e-01, 4.424943952713601e-02
3431, 2.020680904388430e-01, 4.523956571863331e-02
3457, 2.117756903171540e-01, 4.622785498722081e-02
3483, 2.217475175857540e-01, 4.722815753540895e-02
3509, 2.320270836353300e-01, 4.822223966254442e-02
3535, 2.426079511642460e-01, 4.921290920114595e-02
3561, 2.535301446914670e-01, 5.018019166869025e-02
3587, 2.647941112518310e-01, 5.112029086512941e-02
3613, 2.764054536819460e-01, 5.202579856493091e-02
3639, 2.883291840553280e-01, 5.291250349913133e-02
3665, 3.005529642105100e-01, 5.378546929955503e-02
3691, 3.130726814270020e-01, 5.464402623849052e-02
3717, 3.258830904960630e-01, 5.548808683594773e-02
3743, 3.389919400215150e-01, 5.630568109842177e-02
3769, 3.523894548416140e-01, 5.709763374310507e-02
3795, 3.660713136196140e-01, 5.785835246763992e-02
3821, 3.800389170646670e-01, 5.857121080570953e-02
3847, 3.942807912826540e-01, 5.922912300933551e-02
3873, 4.087766110897060e-01, 5.984368305467329e-02
3899, 4.235162138938900e-01, 6.040248549800566e-02
3925, 4.384851455688480e-01, 6.090498670953681e-02
3951, 4.536674916744230e-01, 6.133468226733369e-02
