"PointID","x","y"
25, 9.853970408439640e-01, 1.279439619583677e-03
51, 9.695732593536380e-01, 2.980536533655365e-03
77, 9.526804089546200e-01, 3.893965389051426e-03
103, 9.349957108497620e-01, 3.420843111802668e-03
129, 9.168222546577450e-01, 1.967995658204054e-03
155, 8.983380794525150e-01, 8.443159558685495e-05
181, 8.797067403793331e-01, -2.054469853279864e-03
207, 8.610174655914310e-01, -4.387755423625673e-03
233, 8.422674536705020e-01, -6.858061859759809e-03
259, 8.235722184181210e-01, -9.459988556964538e-03
285, 8.049457669258120e-01, -1.214996622064659e-02
311, 7.863141298294070e-01, -1.486553643163551e-02
337, 7.678796052932740e-01, -1.764000226508874e-02
363, 7.495508193969730e-01, -2.042077249447868e-02
389, 7.313483357429500e-01, -2.319722642701600e-02
415, 7.132214307785030e-01, -2.594117999111823e-02
441, 6.951977014541630e-01, -2.865017994610184e-02
467, 6.773055195808410e-01, -3.132364507756553e-02
493, 6.594728827476500e-01, -3.393492899728227e-02
519, 6.418011188507080e-01, -3.650593862351141e-02
545, 6.243042349815370e-01, -3.903660195961121e-02
571, 6.065399646759030e-01, -4.139536721320446e-02
597, 5.888153314590450e-01, -4.366456176723697e-02
623, 5.713157057762150e-01, -4.589544553888378e-02
649, 5.538190603256230e-01, -4.801727052817218e-02
675, 5.363336801528930e-01, -5.002679042027507e-02
701, 5.188096761703490e-01, -5.190118880574019e-02
727, 5.012295246124270e-01, -5.362562346722113e-02
753, 4.835794866085050e-01, -5.518409312691379e-02
779, 4.658685922622680e-01, -5.656519652670192e-02
805, 4.480717480182650e-01, -5.773983797533097e-02
831, 4.301885962486270e-01, -5.867737654494950e-02
857, 4.122794568538670e-01, -5.937160919086822e-02
883, 3.944020271301270e-01, -5.980718876310330e-02
909, 3.766198158264160e-01, -5.994824506730753e-02
935, 3.590588271617890e-01, -5.982732653749087e-02
961, 3.418258726596830e-01, -5.944837493136799e-02
987, 3.249974250793460e-01, -5.888308219903134e-02
1013, 3.086399734020230e-01, -5.813515337310653e-02
1039, 2.927811741828920e-01, -5.724870217157733e-02
1065, 2.774220108985900e-01, -5.626219989973487e-02
1091, 2.625653147697450e-01, -5.519787017257408e-02
1117, 2.482267022132870e-01, -5.405985388218137e-02
1143, 2.344165146350860e-01, -5.285485668652336e-02
1169, 2.210974693298340e-01, -5.161297882041584e-02
1195, 2.082438766956330e-01, -5.035129257326153e-02
1221, 1.958884000778200e-01, -4.905639370339923e-02
1247, 1.840233504772190e-01, -4.773562040648274e-02
1273, 1.725961565971370e-01, -4.641101744359739e-02
1299, 1.616173982620240e-01, -4.507862626551271e-02
1325, 1.511152982711790e-01, -4.372870294036161e-02
1351, 1.410477757453920e-01, -4.237565605719794e-02
1377, 1.314679384231570e-01, -4.100307562285102e-02
1403, 1.222792565822600e-01, -3.963914671807316e-02
1429, 1.134960949420930e-01, -3.827783443075623e-02
1455, 1.051684617996220e-01, -3.690573305826756e-02
1481, 9.719923138618471e-02, -3.554573367046457e-02
1507, 8.964005112648010e-02, -3.418380942599205e-02
1533, 8.247101306915280e-02, -3.282364208262464e-02
1559, 7.564741373062130e-02, -3.147275246147861e-02
1585, 6.917616724967959e-02, -3.012801610421648e-02
1611, 6.298619508743290e-02, -2.880090374458629e-02
1637, 5.711802840232850e-02, -2.748178969457253e-02
1663, 5.161416530609130e-02, -2.616121623307643e-02
1689, 4.642483592033390e-02, -2.484665436540892e-02
1715, 4.156750440597530e-02, -2.353324075889001e-02
1741, 3.698146343231200e-02, -2.222900186330190e-02
1767, 3.265759348869320e-02, -2.093318576561508e-02
1793, 2.861636877059940e-02, -1.964149727809626e-02
1819, 2.490270137786870e-02, -1.834602620027376e-02
1845, 2.143678069114690e-02, -1.705624261778400e-02
1871, 1.820489764213560e-02, -1.577241823275680e-02
1897, 1.524919271469120e-02, -1.448797785946381e-02
