"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.449779686179357e-04, -1.448869823077096e-02, -3.382039074575709e-01, 3.385140059134252e-01
51, 9.695732593536380e-01, 1.497848657161424e-03, -3.310700829591631e-03, -2.947837460566370e-01, 2.947826815927586e-01
77, 9.526804089546200e-01, 1.690326259249330e-03, -3.964540795135556e-03, -6.671549274500364e-02, 6.671757029324335e-02
103, 9.349957108497620e-01, 1.516049025468858e-03, 1.522921508197019e-03, -4.466242850604258e-02, 4.468489636911063e-02
129, 9.168222546577450e-01, 9.160705314336053e-04, 1.970874328884441e-03, -4.593383762798194e-02, 4.597606536103069e-02
155, 8.983380794525150e-01, -1.163770273432593e-05, 1.867222780164247e-03, -3.370470694564686e-02, 3.375625873454289e-02
181, 8.797067403793331e-01, -1.243511470247165e-03, 1.836955801771813e-03, -2.749460031573168e-02, 2.755539108816977e-02
207, 8.610174655914310e-01, -2.732311708186910e-03, 2.048653412722650e-03, -2.126186325149226e-02, 2.135889992185988e-02
233, 8.422674536705020e-01, -4.413728281652425e-03, 2.874847207805446e-03, -2.638060452503478e-02, 2.653425425564012e-02
259, 8.235722184181210e-01, -6.290238407562368e-03, 6.328073661224386e-04, -1.220911892499797e-02, 1.220854662833670e-02
285, 8.049457669258120e-01, -8.326797137784428e-03, 1.530605784682622e-03, -1.021109055630506e-02, 1.031803461512282e-02
311, 7.863141298294070e-01, -1.046599804878715e-02, 2.800863485075797e-03, -2.221390315677349e-02, 2.238929039632477e-02
337, 7.678796052932740e-01, -1.275104305208844e-02, 1.078244713147618e-03, -1.033147620383632e-02, 1.038505034474578e-02
363, 7.495508193969730e-01, -1.512654270202482e-02, 1.680714772074621e-03, -1.200073894888160e-02, 1.211749889813716e-02
389, 7.313483357429500e-01, -1.757992678275144e-02, 1.460820606592109e-03, -1.097555957509093e-02, 1.107229389360952e-02
415, 7.132214307785030e-01, -2.007823373146946e-02, 1.612109628749457e-03, -1.082489891315036e-02, 1.094379348808579e-02
441, 6.951977014541630e-01, -2.261462182808181e-02, 1.248267971053179e-03, -1.027283679934633e-02, 1.034627250959268e-02
467, 6.773055195808410e-01, -2.518312024264285e-02, 1.067843254274507e-03, -8.286601847158705e-03, 8.354226425156853e-03
493, 6.594728827476500e-01, -2.775098693777489e-02, 2.223516058693403e-03, -1.275344438932292e-02, 1.294055797527291e-02
519, 6.418011188507080e-01, -3.033453204655166e-02, 1.045406008578357e-03, -8.249840448842196e-03, 8.314133960111693e-03
545, 6.243042349815370e-01, -3.292745161316804e-02, -4.517924170887805e-05, -1.428238789443724e-03, 1.407332567441483e-03
571, 6.065399646759030e-01, -3.539548108694832e-02, 1.828333418525412e-03, -1.168968079253565e-02, 1.182982115103587e-02
597, 5.888153314590450e-01, -3.781535196973815e-02, 1.657827915655725e-03, -1.244447969924941e-02, 1.255431981247696e-02
623, 5.713157057762150e-01, -4.023147679922336e-02, 8.080194420268760e-04, -6.062559419664355e-03, 6.116148970115180e-03
649, 5.538190603256230e-01, -4.257064550283852e-02, 8.129072989163657e-04, -7.293616354978813e-03, 7.337370345105096e-03
675, 5.363336801528930e-01, -4.482560145790108e-02, 1.026221037853286e-03, -6.612229983789200e-03, 6.688587792643583e-03
701, 5.188096761703490e-01, -4.697063422345500e-02, 2.230966574925415e-03, -1.808709182046992e-02, 1.822396074187316e-02
727, 5.012295246124270e-01, -4.898791047195380e-02, -1.532890528312367e-04, -9.027006679779253e-04, 8.804385036701191e-04
753, 4.835794866085050e-01, -5.085861475078920e-02, 1.074593059127533e-03, -8.396792841731315e-03, 8.462330550252761e-03
779, 4.658685922622680e-01, -5.256830272132901e-02, 1.925038062386512e-03, -1.926337790681109e-02, 1.935854725487964e-02
805, 4.480717480182650e-01, -5.408562182060309e-02, -2.168167576102904e-04, -9.599413883857532e-04, 9.399629258188176e-04
831, 4.301885962486270e-01, -5.537736920515379e-02, 6.902390767452983e-04, -8.904407403551055e-03, 8.930492326932169e-03
