"PointID","x","y"
25, 9.853970408439640e-01, 1.280850293602096e-03
51, 9.695732593536380e-01, 2.987613478533271e-03
77, 9.526804089546200e-01, 3.907366428428192e-03
103, 9.349957108497620e-01, 3.438555337319696e-03
129, 9.168222546577450e-01, 1.988278508510218e-03
155, 8.983380794525150e-01, 1.060131108114930e-04
181, 8.797067403793331e-01, -2.032847302156899e-03
207, 8.610174655914310e-01, -4.367324370001328e-03
233, 8.422674536705020e-01, -6.839855725905669e-03
259, 8.235722184181210e-01, -9.444720467081936e-03
285, 8.049457669258120e-01, -1.213803279047667e-02
311, 7.863141298294070e-01, -1.485708675991456e-02
337, 7.678796052932740e-01, -1.763495296268720e-02
363, 7.495508193969730e-01, -2.041892704158938e-02
389, 7.313483357429500e-01, -2.319830773992057e-02
415, 7.132214307785030e-01, -2.594488203325142e-02
441, 6.951977014541630e-01, -2.865618451635394e-02
467, 6.773055195808410e-01, -3.133164379443357e-02
493, 6.594728827476500e-01, -3.394464664690509e-02
519, 6.418011188507080e-01, -3.651712283764707e-02
545, 6.243042349815370e-01, -3.904903632898036e-02
571, 6.065399646759030e-01, -4.140889676766703e-02
597, 5.888153314590450e-01, -4.367903918489626e-02
623, 5.713157057762150e-01, -4.591074298138011e-02
649, 5.538190603256230e-01, -4.803329455989340e-02
675, 5.363336801528930e-01, -5.004346432643744e-02
701, 5.188096761703490e-01, -5.191844960890867e-02
727, 5.012295246124270e-01, -5.364341537377820e-02
753, 4.835794866085050e-01, -5.520236237177457e-02
779, 4.658685922622680e-01, -5.658388597815527e-02
805, 4.480717480182650e-01, -5.775888336619921e-02
831, 4.301885962486270e-01, -5.869670145895660e-02
857, 4.122794568538670e-01, -5.939112061367687e-02
883, 3.944020271301270e-01, -5.982677511515690e-02
909, 3.766198158264160e-01, -5.996777536443754e-02
935, 3.590588271617890e-01, -5.984665202971563e-02
961, 3.418258726596830e-01, -5.946733318789498e-02
987, 3.249974250793460e-01, -5.890150172517383e-02
1013, 3.086399734020230e-01, -5.815285896639976e-02
1039, 2.927811741828920e-01, -5.726551878855479e-02
1065, 2.774220108985900e-01, -5.627795540474649e-02
1091, 2.625653147697450e-01, -5.521239888043850e-02
1117, 2.482267022132870e-01, -5.407300118111511e-02
1143, 2.344165146350860e-01, -5.286648217663768e-02
1169, 2.210974693298340e-01, -5.162295321064800e-02
1195, 2.082438766956330e-01, -5.035949952479191e-02
1221, 1.958884000778200e-01, -4.906273952645040e-02
1247, 1.840233504772190e-01, -4.774003040558741e-02
1273, 1.725961565971370e-01, -4.641342854021856e-02
1299, 1.616173982620240e-01, -4.507899759759155e-02
1325, 1.511152982711790e-01, -4.372702047242024e-02
1351, 1.410477757453920e-01, -4.237191914350091e-02
1377, 1.314679384231570e-01, -4.099731604128753e-02
1403, 1.222792565822600e-01, -3.963139665729350e-02
1429, 1.134960949420930e-01, -3.826814882673506e-02
1455, 1.051684617996220e-01, -3.689419715449455e-02
1481, 9.719923138618471e-02, -3.553242935659987e-02
1507, 8.964005112648010e-02, -3.416884714861583e-02
1533, 8.247101306915280e-02, -3.280714365417389e-02
1559, 7.564741373062130e-02, -3.145484489616125e-02
1585, 6.917616724967959e-02, -3.010884167234548e-02
1611, 6.298619508743290e-02, -2.878060461747739e-02
1637, 5.711802840232850e-02, -2.746052885609350e-02
1663, 5.161416530609130e-02, -2.613917344356963e-02
1689, 4.642483592033390e-02, -2.482401032764307e-02
1715, 4.156750440597530e-02, -2.351018506904561e-02
1741, 3.698146343231200e-02, -2.220572587736583e-02
1767, 3.265759348869320e-02, -2.090988955245219e-02
1793, 2.861636877059940e-02, -1.961838813536846e-02
1819, 2.490270137786870e-02, -1.832330897439137e-02
1845, 2.143678069114690e-02, -1.703413040328947e-02
1871, 1.820489764213560e-02, -1.575113392703028e-02
1897, 1.524919271469120e-02, -1.446773613878439e-02
1923, 1.256430149078370e-02, -1.318327555073050e-02
1949, 1.017087697982790e-02, -1.189413018430712e-02
1975, 8.062899112701419e-03, -1.059935369970392e-02
2001, 6.177186965942380e-03, -9.305459069355855e-03
2027, 4.468053579330440e-03, -8.018005892049176e-03
2053, 3.018766641616820e-03, -6.726033418709375e-03
2079, 1.912891864776610e-03, -5.414806267370293e-03
2105, 1.121968030929570e-03, -4.081109659909838e-03
2131, 5.391836166381840e-04, -2.737373583033482e-03
2157, 1.753866672515870e-04, -1.375233728183532e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00
2209, 1.051127910614010e-04, 1.117613336624848e-03
2235, 3.451704978942870e-04, 2.211026474356820e-03
2261, 7.326900959014890e-04, 3.280211663290497e-03
2287, 1.276999711990360e-03, 4.326901129700516e-03
2313, 1.973092555999760e-03, 5.354583267692386e-03
2339, 2.858132123947140e-03, 6.357668290895712e-03
2365, 3.939032554626460e-03, 7.337412134416833e-03
2391, 5.185037851333620e-03, 8.301275750516911e-03
2417, 6.539613008499150e-03, 9.260773057425675e-03
2443, 7.984459400177000e-03, 1.021928629985585e-02
2469, 9.577721357345579e-03, 1.116712960434429e-02
2495, 1.134461164474490e-02, 1.210132749522487e-02
2521, 1.328635215759280e-02, 1.302288257273058e-02
2547, 1.542121171951290e-02, 1.392979091366663e-02
2573, 1.774638891220090e-02, 1.482407889758506e-02
2599, 2.023851871490480e-02, 1.571109052663716e-02
2625, 2.291005849838260e-02, 1.658975224599633e-02
2651, 2.576607465744020e-02, 1.746046681741009e-02
2677, 2.879580855369570e-02, 1.832643306404332e-02
2703, 3.199326992034910e-02, 1.919004268894789e-02
2729, 3.537228703498840e-02, 2.004989718303900e-02
2755, 3.891497850418090e-02, 2.091087106924034e-02
2781, 4.259017109870910e-02, 2.178031945707092e-02
2807, 4.645630717277530e-02, 2.264808954407138e-02
2833, 5.049252510070800e-02, 2.351993452965184e-02
2859, 5.469727516174320e-02, 2.439741811546013e-02
2885, 5.909299850463870e-02, 2.527757052539396e-02
2911, 6.365954875946039e-02, 2.616595428620147e-02
2937, 6.838649511337280e-02, 2.706646638337875e-02
2963, 7.332068681716920e-02, 2.797040003650106e-02
2989, 7.843562960624691e-02, 2.888540007016712e-02
3015, 8.375442028045650e-02, 2.980739871254851e-02
3041, 8.928063511848450e-02, 3.073761007454440e-02
3067, 9.501701593399051e-02, 3.167640415977578e-02
3093, 1.010102331638340e-01, 3.261445224889983e-02
3119, 1.072062253952030e-01, 3.356594213139232e-02
3145, 1.136637628078460e-01, 3.451765483723691e-02
3171, 1.203565001487730e-01, 3.547755460724795e-02
3197, 1.272729039192200e-01, 3.645008885912558e-02
3223, 1.344466507434840e-01, 3.742746653671460e-02
3249, 1.419069468975070e-01, 3.840227737835008e-02
3275, 1.496536135673520e-01, 3.937523266630918e-02
3301, 1.576814949512480e-01, 4.034829351358402e-02
3327, 1.660248339176180e-01, 4.131113666739447e-02
3353, 1.746245622634890e-01, 4.228344250186235e-02
3379, 1.835020482540130e-01, 4.325937788394597e-02
3405, 1.926559209823610e-01, 4.423955613810356e-02
3431, 2.020680904388430e-01, 4.523220298488444e-02
3457, 2.117756903171540e-01, 4.622314206458249e-02
3483, 2.217475175857540e-01, 4.722618065762982e-02
3509, 2.320270836353300e-01, 4.822305826045052e-02
3535, 2.426079511642460e-01, 4.921653793251002e-02
3561, 2.535301446914670e-01, 5.018660826766356e-02
3587, 2.647941112518310e-01, 5.112942110135866e-02
3613, 2.764054536819460e-01, 5.203751396893434e-02
3639, 2.883291840553280e-01, 5.292661093521068e-02
3665, 3.005529642105100e-01, 5.380171743465317e-02
3691, 3.130726814270020e-01, 5.466210941284867e-02
