"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.645016019749000e-04, 1.175562357693743e-01, 2.554624067593043e+00, -2.557327344337101e+00
51, 9.695732593536380e-01, 1.578139728640821e-03, 3.999393873102521e-02, 2.779288786051889e+00, -2.779416693418689e+00
77, 9.526804089546200e-01, 1.786291456172661e-03, 3.786570640596867e-02, 6.322579193978614e-01, -6.322210810327309e-01
103, 9.349957108497620e-01, 1.544769169431757e-03, -1.402192120814564e-02, 4.080056901873558e-01, -4.082345485428718e-01
129, 9.168222546577450e-01, 8.293337824749222e-04, -2.090713662987461e-02, 4.266317377981478e-01, -4.271436205216665e-01
155, 8.983380794525150e-01, -2.280042327943955e-04, -1.931254006146459e-02, 3.234355298740854e-01, -3.240067718114505e-01
181, 8.797067403793331e-01, -1.590243784063262e-03, -2.263867170903766e-02, 2.534757246580155e-01, -2.544733940818770e-01
207, 8.610174655914310e-01, -3.207218177565223e-03, -2.214315779651356e-02, 2.391639521078777e-01, -2.401866826905941e-01
233, 8.422674536705020e-01, -5.014147798048411e-03, -1.450011479994393e-02, 1.571209777800330e-01, -1.577819136713509e-01
259, 8.235722184181210e-01, -7.011911677963193e-03, -2.592026411949965e-02, 2.009462837340076e-01, -2.025799704765148e-01
285, 8.049457669258120e-01, -9.164324113064991e-03, -2.038893453425811e-02, 1.892630210777304e-01, -1.903480302451551e-01
311, 7.863141298294070e-01, -1.141344908312094e-02, -1.128917395841185e-02, 8.623375808948978e-02, -8.696814044358771e-02
337, 7.678796052932740e-01, -1.380061855885476e-02, -1.946978906231459e-02, 1.448118676088047e-01, -1.461144683256772e-01
363, 7.495508193969730e-01, -1.627059875902204e-02, -1.312282679455396e-02, 9.063319728581991e-02, -9.157572388327821e-02
389, 7.313483357429500e-01, -1.881054224677619e-02, -2.116114993322805e-02, 1.439365482499109e-01, -1.454811061648739e-01
415, 7.132214307785030e-01, -2.138769778867421e-02, -5.135100610179967e-03, 6.019053182983988e-02, -6.030990806494660e-02
441, 6.951977014541630e-01, -2.399517051912403e-02, -2.082669333018995e-02, 1.108074840001374e-01, -1.126532993936582e-01
