"PointID","x","y"
25, 9.853970408439640e-01, 1.357896728628407e-03
51, 9.695732593536380e-01, 3.394734504483301e-03
77, 9.526804089546200e-01, 4.742299915995982e-03
103, 9.349957108497620e-01, 4.648798706087449e-03
129, 9.168222546577450e-01, 3.491604204554132e-03
155, 8.983380794525150e-01, 1.805415554071817e-03
181, 8.797067403793331e-01, -2.537639817015418e-04
207, 8.610174655914310e-01, -2.626769343872670e-03
233, 8.422674536705020e-01, -5.239160742417833e-03
259, 8.235722184181210e-01, -8.057724470328152e-03
285, 8.049457669258120e-01, -1.101054384215022e-02
311, 7.863141298294070e-01, -1.401228881926774e-02
337, 7.678796052932740e-01, -1.707474746352010e-02
363, 7.495508193969730e-01, -2.013407125307601e-02
389, 7.313483357429500e-01, -2.317164632893471e-02
415, 7.132214307785030e-01, -2.615617656541689e-02
441, 6.951977014541630e-01, -2.908382663483337e-02
467, 6.773055195808410e-01, -3.195470976153161e-02
493, 6.594728827476500e-01, -3.474515713541634e-02
519, 6.418011188507080e-01, -3.747890099975291e-02
545, 6.243042349815370e-01, -4.015888331077994e-02
571, 6.065399646759030e-01, -4.265997103588325e-02
597, 5.888153314590450e-01, -4.506435259767601e-02
623, 5.713157057762150e-01, -4.742407764573391e-02
649, 5.538190603256230e-01, -4.967166207917408e-02
675, 5.363336801528930e-01, -5.180479707922359e-02
701, 5.188096761703490e-01, -5.380145250447609e-02
727, 5.012295246124270e-01, -5.564677678203873e-02
753, 4.835794866085050e-01, -5.732417850868197e-02
779, 4.658685922622680e-01, -5.882097700503205e-02
805, 4.480717480182650e-01, -6.010650579042512e-02
831, 4.301885962486270e-01, -6.114789679018681e-02
857, 4.122794568538670e-01, -6.193597099827289e-02
883, 3.944020271301270e-01, -6.245220603794074e-02
909, 3.766198158264160e-01, -6.265747772809968e-02
935, 3.590588271617890e-01, -6.258109482699332e-02
961, 3.418258726596830e-01, -6.222442207947519e-02
987, 3.249974250793460e-01, -6.165735665919489e-02
1013, 3.086399734020230e-01, -6.088260130892730e-02
1039, 2.927811741828920e-01, -5.994397455916190e-02
1065, 2.774220108985900e-01, -5.888015173658930e-02
1091, 2.625653147697450e-01, -5.771403745550207e-02
1117, 2.482267022132870e-01, -5.645102356652982e-02
1143, 2.344165146350860e-01, -5.509951175829093e-02
1169, 2.210974693298340e-01, -5.369107901722864e-02
1195, 2.082438766956330e-01, -5.224446526106138e-02
1221, 1.958884000778200e-01, -5.074899503620744e-02
1247, 1.840233504772190e-01, -4.921441239483280e-02
1273, 1.725961565971370e-01, -4.766434439704998e-02
1299, 1.616173982620240e-01, -4.609758963735510e-02
1325, 1.511152982711790e-01, -4.450773522007349e-02
1351, 1.410477757453920e-01, -4.291097015975320e-02
1377, 1.314679384231570e-01, -4.129493051571827e-02
1403, 1.222792565822600e-01, -3.968800517813830e-02
1429, 1.134960949420930e-01, -3.808702591378849e-02
1455, 1.051684617996220e-01, -3.648244926155499e-02
1481, 9.719923138618471e-02, -3.489681137990138e-02
1507, 8.964005112648010e-02, -3.331975565292748e-02
1533, 8.247101306915280e-02, -3.175647913486183e-02
1559, 7.564741373062130e-02, -3.021517463659322e-02
1585, 6.917616724967959e-02, -2.869472244676240e-02
1611, 6.298619508743290e-02, -2.720643372808744e-02
1637, 5.711802840232850e-02, -2.574344950858412e-02
1663, 5.161416530609130e-02, -2.429872080616074e-02
1689, 4.642483592033390e-02, -2.287976127683358e-02
1715, 4.156750440597530e-02, -2.148307873367764e-02
1741, 3.698146343231200e-02, -2.011665443786947e-02
1767, 3.265759348869320e-02, -1.878080822302607e-02
1793, 2.861636877059940e-02, -1.747241567672977e-02
1819, 2.490270137786870e-02, -1.618395701169322e-02
1845, 2.143678069114690e-02, -1.492525588803391e-02
1871, 1.820489764213560e-02, -1.369767296929490e-02
1897, 1.524919271469120e-02, -1.249435621826630e-02
1923, 1.256430149078370e-02, -1.131441572122338e-02
1949, 1.017087697982790e-02, -1.015220124889338e-02
1975, 8.062899112701419e-03, -9.004712783201231e-03
2001, 6.177186965942380e-03, -7.881470060329236e-03
2027, 4.468053579330440e-03, -6.794324085994842e-03
2053, 3.018766641616820e-03, -5.724128602157261e-03
2079, 1.912891864776610e-03, -4.634798057649402e-03
2105, 1.121968030929570e-03, -3.509640423761193e-03
2131, 5.391836166381840e-04, -2.373199482202032e-03
2157, 1.753866672515870e-04, -1.198838440772134e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00
2209, 1.051127910614010e-04, 1.093685454001534e-03
2235, 3.451704978942870e-04, 2.162688228395777e-03
2261, 7.326900959014890e-04, 3.207563395959543e-03
2287, 1.276999711990360e-03, 4.231509625643396e-03
2313, 1.973092555999760e-03, 5.239191999960606e-03
2339, 2.858132123947140e-03, 6.224741020858071e-03
2365, 3.939032554626460e-03, 7.190034855258889e-03
2391, 5.185037851333620e-03, 8.143065665407005e-03
2417, 6.539613008499150e-03, 9.095321695765064e-03
2443, 7.984459400177000e-03, 1.004957987030432e-02
2469, 9.577721357345579e-03, 1.099556606800234e-02
2495, 1.134461164474490e-02, 1.193009734800117e-02
2521, 1.328635215759280e-02, 1.285399820242449e-02
2547, 1.542121171951290e-02, 1.376507934633876e-02
2573, 1.774638891220090e-02, 1.466512420790271e-02
2599, 2.023851871490480e-02, 1.555913343595271e-02
2625, 2.291005849838260e-02, 1.644576844755009e-02
2651, 2.576607465744020e-02, 1.732515131292068e-02
2677, 2.879580855369570e-02, 1.820015487592311e-02
2703, 3.199326992034910e-02, 1.907287064161146e-02
2729, 3.537228703498840e-02, 1.994166885964786e-02
2755, 3.891497850418090e-02, 2.081112300420395e-02
2781, 4.259017109870910e-02, 2.168829814455930e-02
2807, 4.645630717277530e-02, 2.256295701323953e-02
2833, 5.049252510070800e-02, 2.344060894218881e-02
2859, 5.469727516174320e-02, 2.432263827750919e-02
2885, 5.909299850463870e-02, 2.520593020836742e-02
2911, 6.365954875946039e-02, 2.609588179253831e-02
2937, 6.838649511337280e-02, 2.699627240034764e-02
2963, 7.332068681716920e-02, 2.789828049899917e-02
2989, 7.843562960624691e-02, 2.880945773606495e-02
3015, 8.375442028045650e-02, 2.972563985225825e-02
3041, 8.928063511848450e-02, 3.064796728923407e-02
3067, 9.501701593399051e-02, 3.157675806329213e-02
3093, 1.010102331638340e-01, 3.250255790072779e-02
3119, 1.072062253952030e-01, 3.343965277133149e-02
3145, 1.136637628078460e-01, 3.437470401115183e-02
3171, 1.203565001487730e-01, 3.531577984153950e-02
3197, 1.272729039192200e-01, 3.626744232036763e-02
3223, 1.344466507434840e-01, 3.722190735541294e-02
3249, 1.419069468975070e-01, 3.817180013371298e-02
3275, 1.496536135673520e-01, 3.911799601853374e-02
3301, 1.576814949512480e-01, 4.006268113291660e-02
3327, 1.660248339176180e-01, 4.099565934690202e-02
3353, 1.746245622634890e-01, 4.193711467669117e-02
3379, 1.835020482540130e-01, 4.288146957950194e-02
3405, 1.926559209823610e-01, 4.382971037022421e-02
3431, 2.020680904388430e-01, 4.479052385510265e-02
3457, 2.117756903171540e-01, 4.575003761877344e-02
3483, 2.217475175857540e-01, 4.672261383646873e-02
3509, 2.320270836353300e-01, 4.769033540171221e-02
3535, 2.426079511642460e-01, 4.865648397660281e-02
3561, 2.535301446914670e-01, 4.960146393526248e-02
3587, 2.647941112518310e-01, 5.052195816643582e-02
3613, 2.764054536819460e-01, 5.141100980302525e-02
3639, 2.883291840553280e-01, 5.228486315279338e-02
3665, 3.005529642105100e-01, 5.314891430107793e-02
3691, 3.130726814270020e-01, 5.400272144209402e-02
3717, 3.258830904960630e-01, 5.484631031321219e-02
3743, 3.389919400215150e-01, 5.566769001940137e-02
3769, 3.523894548416140e-01, 5.646750281038456e-02
3795, 3.660713136196140e-01, 5.723978552747287e-02
3821, 3.800389170646670e-01, 5.796733886185077e-02
3847, 3.942807912826540e-01, 5.864226511020987e-02
3873, 4.087766110897060e-01, 5.927509528670776e-02
3899, 4.235162138938900e-01, 5.985214020939313e-02
3925, 4.384851455688480e-01, 6.037135539123238e-02
3951, 4.536674916744230e-01, 6.081456053865707e-02
3977, 4.690417945384980e-01, 6.115261823951908e-02
4003, 4.845884144306180e-01, 6.139525772010686e-02
4029, 5.002762079238890e-01, 6.151547062801434e-02
4055, 5.160748958587650e-01, 6.149959362278906e-02
4081, 5.319590568542480e-01, 6.134440500548725e-02
4107, 5.478921532630920e-01, 6.103385887034066e-02
