"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.435444156556105e-04, -1.315317409501980e-02, 4.901851933756721e-06, 2.271208868619085e-05, 2.688365282339928e-08, -9.662132871617201e-05, -1.088195972317981e-01, -2.585674449822160e+00, -2.587962349707642e+00
51, 9.695732593536380e-01, 1.476709921141678e-03, -1.272996214493102e-02, 3.991690949737756e-06, 2.109148411045738e-05, 3.205118438794585e-08, -6.971679110597055e-05, -3.706963766442194e-02, -1.966630952191778e+00, -1.966978511219220e+00
77, 9.526804089546200e-01, 1.604242913744897e-03, -1.269833317177381e-02, 3.793880675455166e-06, 1.235568209853542e-05, 1.991011811289486e-08, -6.223318392977566e-05, 8.847073253376220e-03, -1.681575072971335e+00, -1.681598016405444e+00
103, 9.349957108497620e-01, 1.316435533378112e-03, -1.318910367911565e-02, 3.918155266403274e-06, 2.952057844233259e-06, 1.001066197811193e-08, -5.874255154667312e-05, 4.291999902496905e-02, -1.566476675059066e+00, -1.567063071245082e+00
129, 9.168222546577450e-01, 5.724841096936216e-04, -1.390101899878379e-02, 4.355604517475523e-06, -5.728869734091286e-06, 2.767302436168627e-09, -5.647335028866944e-05, 7.296428046340639e-02, -1.511290732255234e+00, -1.513049162607315e+00
155, 8.983380794525150e-01, -5.113319670531027e-04, -1.464790752859729e-02, 4.964336893097144e-06, -1.283276265756267e-05, -2.242998490532541e-09, -5.504850719585756e-05, 9.608584523753395e-02, -1.481864531070407e+00, -1.484974102380919e+00
181, 8.797067403793331e-01, -1.900035484594167e-03, -1.532774621259006e-02, 5.675966586583729e-06, -1.896120174601468e-05, -6.027167213522205e-09, -5.400021488964416e-05, 1.173150585007359e-01, -1.479453884352975e+00, -1.484095329503470e+00
207, 8.610174655914310e-01, -3.540815285214507e-03, -1.591196476207397e-02, 6.349442787897963e-06, -2.376355620668046e-05, -8.387199558636117e-09, -5.308107316053126e-05, 1.345444737225924e-01, -1.484726351327911e+00, -1.490807150019156e+00
233, 8.422674536705020e-01, -5.366991908766663e-03, -1.642822619742915e-02, 7.185798702354873e-06, -3.000426107360724e-05, -1.527854429174120e-08, -5.202706155776503e-05, 1.492734500481691e-01, -1.491290082124512e+00, -1.498738144068989e+00
259, 8.235722184181210e-01, -7.378731458531157e-03, -1.690236912186642e-02, 7.746107164726884e-06, -3.210582821457910e-05, -7.638000263012537e-09, -5.225830918246363e-05, 1.657844519783318e-01, -1.510338245252456e+00, -1.519406687981676e+00
285, 8.049457669258120e-01, -9.539959895383818e-03, -1.730577761761667e-02, 8.493266312665281e-06, -3.640773719245300e-05, -1.842862769188726e-08, -5.211063467491549e-05, 1.785422433671049e-01, -1.539949179064791e+00, -1.550259888179165e+00
311, 7.863141298294070e-01, -1.179307667622377e-02, -1.737166453891391e-02, 8.704373103863553e-06, -3.687613652461434e-05, -1.266910843966632e-08, -5.041844049314814e-05, 1.905063382850851e-01, -1.556827112712047e+00, -1.568433778187325e+00
337, 7.678796052932740e-01, -1.417974239764822e-02, -1.753536565713905e-02, 9.290095188540258e-06, -3.933366216214531e-05, -1.344088156876748e-08, -4.987027717658176e-05, 2.047547558060337e-01, -1.584828429961047e+00, -1.597994534763086e+00
363, 7.495508193969730e-01, -1.664511540779339e-02, -1.768815780856929e-02, 9.684760308574275e-06, -4.099960296783821e-05, -1.334246359353988e-08, -4.942695743651000e-05, 2.173841153194120e-01, -1.624086158453037e+00, -1.638563207975320e+00
389, 7.313483357429500e-01, -1.917670769773095e-02, -1.776831404011061e-02, 9.867241567403229e-06, -4.134063100130390e-05, -1.168691307243333e-08, -4.900920711808485e-05, 2.299104801513809e-01, -1.674755165892299e+00, -1.690455154400224e+00
415, 7.132214307785030e-01, -2.174208334996287e-02, -1.792772105764874e-02, 1.047317811000053e-05, -4.522138268968600e-05, -1.694919646823115e-08, -4.858678013904036e-05, 2.401643737122367e-01, -1.722993626267284e+00, -1.739642038442073e+00
441, 6.951977014541630e-01, -2.433469333809034e-02, -1.807384876731286e-02, 1.043112093384488e-05, -4.387166253468533e-05, -5.419735943062915e-09, -4.942490420853091e-05, 2.532470824416242e-01, -1.780201706226569e+00, -1.798118260339625e+00
467, 6.773055195808410e-01, -2.694899310616532e-02, -1.814037896156187e-02, 1.080142676004308e-05, -4.587272964641898e-05, -1.516434889483961e-08, -4.931839752412759e-05, 2.633421765851874e-01, -1.844875348466882e+00, -1.863565748674023e+00
493, 6.594728827476500e-01, -2.955294752898180e-02, -1.785654664296362e-02, 1.073165823967100e-05, -4.608836333903937e-05, -1.245679320726060e-08, -4.707815882041655e-05, 2.695632797161445e-01, -1.878846594994467e+00, -1.898075130745942e+00
519, 6.418011188507080e-01, -3.216323049290838e-02, -1.772600300776036e-02, 1.093592478456455e-05, -4.677711363823161e-05, -6.566634670710980e-09, -4.748087504330448e-05, 2.842722783943711e-01, -1.953730912809651e+00, -1.974295438135646e+00
545, 6.243042349815370e-01, -3.477417830511995e-02, -1.780353930589573e-02, 1.061817072233921e-05, -4.519608464096120e-05, -3.790912650889864e-09, -5.003316819215441e-05, 2.932269412061658e-01, -2.059954293281388e+00, -2.080715606211478e+00
571, 6.065399646759030e-01, -3.725234168976693e-02, -1.760833718215777e-02, 1.000316834679963e-05, -4.265360399115721e-05, -5.759744384209252e-09, -5.085171476877620e-05, 2.929528511446374e-01, -2.170470583849390e+00, -2.190141369500844e+00
597, 5.888153314590450e-01, -3.967455587026895e-02, -1.725312508251436e-02, 9.428833188419068e-06, -3.920903748118470e-05, 3.619276214515583e-09, -5.034914320379907e-05, 2.966316460882835e-01, -2.215660088693285e+00, -2.235416336892412e+00
623, 5.713157057762150e-01, -4.208581120547795e-02, -1.707414950209502e-02, 9.240721716797144e-06, -3.821743395739183e-05, 5.462685832509856e-09, -5.098418932864746e-05, 3.026100456989120e-01, -2.285975874185835e+00, -2.305907917988509e+00
649, 5.538190603256230e-01, -4.441339752193425e-02, -1.685572291843011e-02, 9.265565863016673e-06, -3.993367882785232e-05, 8.261905463409010e-10, -5.173726597537053e-05, 3.020398219142031e-01, -2.373916956218145e+00, -2.393042229305831e+00
675, 5.363336801528930e-01, -4.665048551350300e-02, -1.614459125094713e-02, 7.716501861438282e-06, -2.909592046646902e-05, 2.086691142925209e-08, -5.242208161773564e-05, 3.015993993644925e-01, -2.470743490546892e+00, -2.489076203419308e+00
701, 5.188096761703490e-01, -4.877170608603861e-02, -1.578862080540740e-02, 7.592588060059415e-06, -2.980842779882988e-05, 1.683247829051608e-08, -5.311709341194456e-05, 2.941755904664474e-01, -2.568020113038074e+00, -2.584806745841417e+00
