"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.265575814153046e-03, -1.807688436746396e-02, -1.974166616236200e-01, 1.982423847217698e-01
51, 9.695732593536380e-01, 2.915459954611874e-03, -5.877891567011759e-03, -1.067917991873883e-01, 1.069279006198559e-01
77, 9.526804089546200e-01, 3.784432552746072e-03, -1.807917282991030e-03, -8.712129348354528e-03, 8.731620283078521e-03
103, 9.349957108497620e-01, 3.298481584884913e-03, 1.519979322536827e-03, -1.442788517316296e-02, 1.448877266244666e-02
129, 9.168222546577450e-01, 1.852075082604236e-03, 1.709717035348677e-03, -1.827548956086842e-02, 1.835520442298377e-02
155, 8.983380794525150e-01, -1.840325219943154e-05, 2.289888325311761e-03, -2.059656523922660e-02, 2.072333651812064e-02
181, 8.797067403793331e-01, -2.141029448087109e-03, 1.037357815153092e-04, -8.968838581771095e-03, 8.918374558313558e-03
207, 8.610174655914310e-01, -4.454997879614188e-03, 9.703445726101579e-04, -3.908198710646361e-03, 3.999401951053894e-03
233, 8.422674536705020e-01, -6.903341025386280e-03, 3.552136367474083e-03, -2.224035628143609e-02, 2.251523808255418e-02
259, 8.235722184181210e-01, -9.481901627651416e-03, -8.041986857321225e-04, -1.763363077548562e-03, 1.634282809812131e-03
285, 8.049457669258120e-01, -1.214843470288338e-02, 6.995408171286832e-04, 6.083607181103346e-04, -5.025579259167837e-04
311, 7.863141298294070e-01, -1.484151627155794e-02, 3.306137651113210e-03, -2.228263699331301e-02, 2.252655057631308e-02
337, 7.678796052932740e-01, -1.759550122322948e-02, -1.132238076633373e-03, 4.243190294240086e-03, -4.364230135999727e-03
363, 7.495508193969730e-01, -2.035818268491695e-02, 2.092594738991045e-03, -1.094103448903719e-02, 1.113092143241955e-02
389, 7.313483357429500e-01, -2.311920564531465e-02, 2.775186530009412e-04, -4.585302640419247e-03, 4.575269081741867e-03
415, 7.132214307785030e-01, -2.585040824264834e-02, 7.040413206158238e-04, -2.081953933680002e-03, 2.163436230035361e-03
441, 6.951977014541630e-01, -2.854929431696559e-02, 9.079816111810474e-04, -8.586365404741928e-03, 8.626289524149549e-03
467, 6.773055195808410e-01, -3.121513579794160e-02, -9.864987405243518e-04, 4.992928251850042e-03, -5.083451966882862e-03
493, 6.594728827476500e-01, -3.382104722222029e-02, 3.110102593185337e-03, -1.676018642413782e-02, 1.703349119997434e-02
519, 6.418011188507080e-01, -3.638872475036489e-02, -1.344949233465663e-05, -2.682547515221589e-03, 2.652883871011061e-03
545, 6.243042349815370e-01, -3.891783195925025e-02, -1.195527367732021e-03, 7.413024938086776e-03, -7.506966816612144e-03
571, 6.065399646759030e-01, -4.127657485407628e-02, 1.189876194612523e-03, -7.083897069217037e-03, 7.178294916253655e-03
597, 5.888153314590450e-01, -4.354710051012541e-02, 7.889832821520432e-04, -7.572450726087845e-03, 7.611365943867987e-03
623, 5.713157057762150e-01, -4.578043208227923e-02, 1.970636352340769e-04, -2.453839280434355e-03, 2.459381833820270e-03
649, 5.538190603256230e-01, -4.790565826187756e-02, 1.795059297253971e-03, -1.140915841747801e-02, 1.154104390259801e-02
675, 5.363336801528930e-01, -4.991937937922938e-02, -4.286080563945516e-05, -1.861541101787845e-03, 1.845400706172966e-03
701, 5.188096761703490e-01, -5.179866389849748e-02, -1.759877768429686e-03, 1.508030655842956e-02, -1.518121933125395e-02
727, 5.012295246124270e-01, -5.352857264188853e-02, 1.745446727983482e-03, -1.418537879668308e-02, 1.428627091264827e-02
753, 4.835794866085050e-01, -5.509302875319584e-02, 1.386391578976163e-03, -1.652459426156810e-02, 1.658264906465736e-02
779, 4.658685922622680e-01, -5.648056813055808e-02, -9.276969936957922e-04, 8.529048626798943e-03, -8.573757467808855e-03
805, 4.480717480182650e-01, -5.766206396615036e-02, 3.211228985700838e-04, -3.394257635937771e-03, 3.407349396940304e-03
831, 4.301885962486270e-01, -5.860685385473689e-02, 1.429060055370160e-04, -4.880421859590817e-03, 4.881832844949324e-03
857, 4.122794568538670e-01, -5.930870324823407e-02, 7.861096613728061e-05, -5.138314336430663e-03, 5.138199274377106e-03
883, 3.944020271301270e-01, -5.975224446734391e-02, 6.213412323239357e-05, -5.847872204031317e-03, 5.848097014248215e-03
909, 3.766198158264160e-01, -5.990159135933173e-02, -2.249132899998157e-04, -6.486904449118790e-03, 6.486665411186081e-03
935, 3.590588271617890e-01, -5.978924854580640e-02, 1.962714433927646e-04, -2.363026776858615e-03, 2.360078267317600e-03
961, 3.418258726596830e-01, -5.941911738397628e-02, -3.122807338052910e-04, -5.097979471273124e-03, 5.104585170499151e-03
987, 3.249974250793460e-01, -5.886285649153070e-02, 4.268503847022910e-04, 2.398793469236310e-02, -2.398633593269638e-02
1013, 3.086399734020230e-01, -5.812413281285923e-02, -8.715554670369395e-05, -4.901488222281628e-03, 4.899700637129875e-03
1039, 2.927811741828920e-01, -5.724703313245137e-02, -1.347499443683169e-03, -2.930245056770832e-02, 2.933079559352555e-02
1065, 2.774220108985900e-01, -5.627000895360255e-02, -1.562662884269814e-04, -1.216001619661368e-03, 1.223745829455565e-03
1091, 2.625653147697450e-01, -5.521525546900071e-02, 5.736708554453737e-05, -6.335407774325988e-04, 6.274991132026996e-04
1117, 2.482267022132870e-01, -5.408686874136349e-02, 7.448369020474516e-04, 2.086731061027933e-02, -2.085784731279869e-02
1143, 2.344165146350860e-01, -5.289150478019258e-02, 9.298641199026564e-04, 2.556529398794890e-03, -2.629231570352009e-03
1169, 2.210974693298340e-01, -5.165924199464061e-02, -3.656950991241769e-03, -4.668975025941253e-02, 4.682639043207443e-02
1195, 2.082438766956330e-01, -5.040712022607610e-02, 1.352771981084722e-03, 2.913743298233290e-02, -2.912641156629491e-02
1221, 1.958884000778200e-01, -4.912165511228493e-02, 3.912303375581756e-03, 3.164498715211615e-02, -3.188173113724111e-02
1247, 1.840233504772190e-01, -4.781013075228030e-02, -5.784181791540123e-03, -5.758877905084272e-02, 5.787421593573426e-02
1273, 1.725961565971370e-01, -4.649457191481311e-02, 1.809788852135427e-03, 2.381519493121034e-02, -2.386339478620047e-02
1299, 1.616173982620240e-01, -4.517094971415794e-02, 3.006517212216176e-04, -5.760363466873592e-03, 5.679514794225978e-03
1325, 1.511152982711790e-01, -4.382943465863624e-02, -2.614052556106919e-03, -1.432169840158855e-02, 1.453962672638245e-02
1351, 1.410477757453920e-01, -4.248440666281465e-02, 6.014341989711755e-03, 4.870086430444219e-02, -4.906588572680948e-02
1377, 1.314679384231570e-01, -4.111935337207152e-02, -4.882074932093331e-03, -4.713146553877576e-02, 4.734419911881501e-02
1403, 1.222792565822600e-01, -3.976247760127229e-02, -2.890674934855644e-03, -1.013069265980507e-02, 1.044858345844825e-02
1429, 1.134960949420930e-01, -3.840767619883255e-02, 8.757283598248062e-03, 5.767269464353657e-02, -5.833234541193611e-02
1455, 1.051684617996220e-01, -3.704145571033179e-02, -7.476651998675318e-03, -5.255417805851165e-02, 5.306791090023161e-02
1481, 9.719923138618471e-02, -3.568672746804257e-02, -9.342584005421193e-04, -2.473619708644058e-03, 2.597471721674590e-03
1507, 8.964005112648010e-02, -3.432938484985999e-02, 3.812475887218275e-03, 2.268030939118296e-02, -2.299568698917545e-02
1533, 8.247101306915280e-02, -3.297308473899752e-02, -4.267188287463157e-04, -5.024612904236860e-04, 5.742986125231093e-04
