"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.273304215547406e-03, -1.297773942071059e-02, 7.702593352631966e-06, 3.913984642533925e-05, 4.008662199143552e-08, -9.362162211940852e-05, -2.203676668299600e-01, -2.545387046734847e+00, -2.554879059003957e+00
51, 9.695732593536380e-01, 2.951275732617618e-03, -1.207505194564990e-02, 6.811695784354960e-06, 4.216060054540769e-05, 4.450832932310188e-08, -6.257070012906115e-05, -1.257690926984364e-01, -1.652525044760170e+00, -1.657299209787773e+00
77, 9.526804089546200e-01, 3.843250059516141e-03, -1.295677352454590e-02, 4.139806294642885e-06, 1.885950439817159e-05, 2.036301775960533e-08, -4.642105647224692e-05, -1.403530242829713e-02, -1.246097724847384e+00, -1.246176537495972e+00
103, 9.349957108497620e-01, 3.361632296548697e-03, -1.465492143519041e-02, 4.349661369612883e-06, -6.777983919969527e-06, -1.659425805603701e-09, -3.695290673575634e-05, 5.906311575016562e-02, -1.099427756385009e+00, -1.101013071678877e+00
129, 9.168222546577450e-01, 1.908946025307301e-03, -1.603866680270877e-02, 5.978648557769559e-06, -2.211541264739350e-05, -1.216805891890372e-08, -3.382182553108938e-05, 9.822733091284978e-02, -1.102713965837238e+00, -1.107078454755829e+00
155, 8.983380794525150e-01, 2.954097851691072e-05, -1.700759663553383e-02, 7.339656967094578e-06, -3.124544612367878e-05, -1.894459958012842e-08, -3.371583495675249e-05, 1.238088929391548e-01, -1.166036299066336e+00, -1.172588782058279e+00
181, 8.797067403793331e-01, -2.102393953157469e-03, -1.772054214235436e-02, 8.183444790374704e-06, -3.482002239620024e-05, -1.260140023280151e-08, -3.496477800852153e-05, 1.467488980268673e-01, -1.246158410420593e+00, -1.254767697076699e+00
207, 8.610174655914310e-01, -4.426066020470094e-03, -1.824593220100919e-02, 9.108009997703806e-06, -3.952732622990460e-05, -1.994511658539665e-08, -3.577493863568097e-05, 1.667952212794359e-01, -1.327403662234341e+00, -1.337839173506308e+00
233, 8.422674536705020e-01, -6.884572129541629e-03, -1.843281738772340e-02, 9.723325912205035e-06, -4.266099122418651e-05, -1.925112842558756e-08, -3.508337799751726e-05, 1.837767425776623e-01, -1.388114171759340e+00, -1.400222820873074e+00
259, 8.235722184181210e-01, -9.473411389369201e-03, -1.857741168356684e-02, 1.015769382034083e-05, -4.359762329554145e-05, -1.118790078545127e-08, -3.565853390613379e-05, 1.988794008252689e-01, -1.431978797620617e+00, -1.445720097129524e+00
285, 8.049457669258120e-01, -1.214991905288299e-02, -1.864776711055193e-02, 1.070836053067462e-05, -4.635461387536621e-05, -1.951027859412834e-08, -3.581998018839751e-05, 2.117385714855202e-01, -1.494134794033420e+00, -1.509058174838225e+00
311, 7.863141298294070e-01, -1.485234181149254e-02, -1.845588625601591e-02, 1.098455328185366e-05, -4.800600014695118e-05, -1.816095769933714e-08, -3.476173801339698e-05, 2.237518307371629e-01, -1.550853981864130e+00, -1.566904434634534e+00
337, 7.678796052932740e-01, -1.761467978248384e-02, -1.824649710210263e-02, 1.018198800934393e-05, -4.127784261216004e-05, -8.557908641962340e-10, -3.568548159858932e-05, 2.397744214730252e-01, -1.621925058033868e+00, -1.639547069201706e+00
