"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.079501958201969e-03, 1.442332144281239e-01, 3.579557308699053e-06, 2.851853985474925e-04, 2.727908553514509e-07, 4.283360505918142e-04, 3.092040499071866e-01, 8.471247788919999e-01, 8.648268040192717e-01
51, 9.695732593536380e-01, 2.079332018960500e-03, 1.130198262946452e-01, 1.725620738999680e-05, 2.625286234268339e-04, 9.425380484452168e-08, -7.349980158048695e-05, 9.602034350629342e-02, 7.989872680285326e-01, 8.024008093722016e-01
77, 9.526804089546200e-01, 2.500252425716110e-03, 9.164500102348812e-02, 3.319910236417384e-06, 2.757763875814283e-04, 1.167532166789991e-07, -1.689082134762859e-04, 2.649082099518486e-02, 6.123537169638302e-01, 6.123647249705502e-01
103, 9.349957108497620e-01, 2.093770067679603e-03, 7.981268462994812e-02, -8.738719515483940e-06, 2.793365580147388e-04, 1.337656922720487e-07, -1.954732668602036e-04, -9.946538109015562e-03, 5.866439943395405e-01, 5.865514215649387e-01
129, 9.168222546577450e-01, 1.010949159843600e-03, 7.152057360701157e-02, -1.577934283246298e-05, 2.780406606163698e-04, 1.163654980235857e-07, -2.240797094834957e-04, -1.808536006603986e-02, 5.641526440160274e-01, 5.640528488443738e-01
155, 8.983380794525150e-01, -4.471362921583994e-04, 6.527068631304253e-02, -2.001277232050222e-05, 2.746593300000063e-04, 9.720209043303004e-08, -2.480308925384438e-04, -2.533361461948314e-02, 5.243593195943069e-01, 5.246001055965879e-01
181, 8.797067403793331e-01, -2.183834449493317e-03, 5.980899783830696e-02, -2.362551514790191e-05, 2.776480953369396e-04, 9.338777417796553e-08, -2.687809995097739e-04, -2.567285003635453e-02, 4.585946917176200e-01, 4.588930319857915e-01
207, 8.610174655914310e-01, -4.141781316027157e-03, 5.413557269039603e-02, -2.441470409112211e-05, 2.617937397746134e-04, 6.686865114889621e-08, -2.857838078056062e-04, -1.989886097562820e-02, 3.581528445153798e-01, 3.582033510698194e-01
233, 8.422674536705020e-01, -6.258463142026277e-03, 4.907096395283481e-02, -2.523267022260774e-05, 2.497571730406851e-04, 4.532908280546375e-08, -2.971176137002767e-04, -1.036511210111212e-02, 2.552651761550411e-01, 2.547353612560900e-01
259, 8.235722184181210e-01, -8.532442412568949e-03, 4.411025006849315e-02, -2.601871198338154e-05, 2.427763117116147e-04, 5.129136380345993e-08, -3.098545281575478e-04, 1.284674902964021e-03, 1.572445888263633e-01, 1.558699905416938e-01
285, 8.049457669258120e-01, -1.092548307621601e-02, 3.976605124431065e-02, -2.582506864555086e-05, 2.333606613937124e-04, 2.346190707461774e-08, -3.190587468760852e-04, 9.043751865998708e-03, 6.844424688189536e-02, 6.670591001631321e-02
311, 7.863141298294070e-01, -1.337883543732743e-02, 3.660103609970771e-02, -2.647716355907130e-05, 2.281933299723959e-04, 2.640812537368093e-08, -3.217718788858760e-04, 1.602380818331217e-02, 3.950517227107384e-02, 3.700520556290429e-02
337, 7.678796052932740e-01, -1.593129729433582e-02, 3.356750113271896e-02, -2.614956389454350e-05, 2.185270587090092e-04, 1.574825250096348e-08, -3.245077918537545e-04, 1.669886242453757e-02, 2.006139669848321e-02, 1.755038970347716e-02
363, 7.495508193969730e-01, -1.852955534365285e-02, 3.129661000782036e-02, -2.501429634625839e-05, 2.042383919069244e-04, -8.352665072017730e-09, -3.230551509127502e-04, 1.525485532173468e-02, 2.733312398332281e-02, 2.489480911929394e-02
389, 7.313483357429500e-01, -2.116231335988287e-02, 2.921285286685794e-02, -2.767986075341222e-05, 2.223142286534162e-04, 3.654888491450052e-08, -3.270117072216928e-04, 1.445108541019655e-02, 3.345029217216024e-02, 3.102940029908381e-02
415, 7.132214307785030e-01, -2.379920901204399e-02, 2.571506671661453e-02, -2.224715850229982e-05, 1.831327198818383e-04, -4.528763544903893e-08, -3.273193137482297e-04, 1.216342894653540e-02, 3.458175578737106e-02, 3.246390131524610e-02
441, 6.951977014541630e-01, -2.643562506756423e-02, 2.344345941413208e-02, -2.236444049876537e-05, 1.819274138343800e-04, -9.774042460915584e-09, -3.252359432377084e-04, 1.433752263112717e-02, 4.308936734327986e-02, 4.055191158725388e-02
467, 6.773055195808410e-01, -2.906826381414698e-02, 2.114200744566033e-02, -2.057330100242404e-05, 1.725001494759984e-04, -4.675592270930419e-08, -3.244996870677502e-04, 1.334674148939148e-02, 1.488228382928369e-02, 1.279124824623264e-02
493, 6.594728827476500e-01, -3.166743592902047e-02, 2.079225501427891e-02, -2.007402090120135e-05, 1.643273405380010e-04, -5.077446306632288e-08, -3.123103945649785e-04, 8.828384523492811e-03, 4.869538248079409e-02, 4.690901335957776e-02
519, 6.418011188507080e-01, -3.425214511961373e-02, 1.846144005386683e-02, -1.804798185617666e-05, 1.524202500429510e-04, -4.798493158628982e-08, -3.185738526069934e-04, 9.257924882166044e-03, 6.023684388080119e-02, 5.825893097947168e-02
545, 6.243042349815370e-01, -3.681916995450597e-02, 1.527284416887552e-02, -1.573607662539336e-05, 1.466655931505589e-04, -6.315124131280532e-08, -3.355060062100305e-04, 6.443859085683154e-03, 2.358267978881350e-03, 1.433306984088629e-03
571, 6.065399646759030e-01, -3.923563910469599e-02, 1.448755003162000e-02, -1.451462806078982e-05, 1.434048948233921e-04, -8.381012438568459e-08, -3.360505980337758e-04, 2.126352894814099e-02, -7.255914953967779e-02, -7.474240315940080e-02
597, 5.888153314590450e-01, -4.158092390080273e-02, 1.546675079083678e-02, -1.474979917575571e-05, 1.418307151579134e-04, -6.479092052820873e-08, -3.269504165444600e-04, 2.401477556176611e-02, -3.765430533021887e-02, -4.048245555676962e-02
623, 5.713157057762150e-01, -4.390286540028720e-02, 1.473705575069808e-02, -1.482687223690253e-05, 1.491294703541314e-04, -5.512843436359468e-08, -3.317830008715226e-04, 2.332882460510230e-02, -8.649230402936679e-02, -8.877770222679847e-02
649, 5.538190603256230e-01, -4.612949575157226e-02, 1.310657930413284e-02, -1.085820965838230e-05, 1.216282391549071e-04, -1.005068487271244e-07, -3.314167749524763e-04, 3.094864233111113e-02, -1.730344407486154e-01, -1.755317101552594e-01
675, 5.363336801528930e-01, -4.825557993324366e-02, 1.079826549246189e-02, -8.661225764251573e-06, 1.096640921571370e-04, -8.629446909239186e-08, -3.369429956975912e-04, 4.116724420736499e-02, -2.543750901022439e-01, -2.574455109631049e-01
701, 5.188096761703490e-01, -5.025686934070658e-02, 6.693908009525490e-03, -5.425657839204360e-06, 9.693497177596718e-05, -1.161758266056283e-07, -3.575171535195000e-04, 6.243638006593695e-02, -5.052430650233442e-01, -5.090406361194433e-01
727, 5.012295246124270e-01, -5.211706292517378e-02, 6.641707405237916e-03, -8.523066412442738e-06, 1.334454511976928e-04, -7.171290241708717e-08, -3.541884618371819e-04, 6.819125799752816e-02, -6.780331778385748e-01, -6.814535265386378e-01
753, 4.835794866085050e-01, -5.381880879865497e-02, 3.621087155996034e-03, -3.053418693437335e-06, 8.326114288461195e-05, -1.134911884261607e-07, -3.479787777674720e-04, 7.200230148460454e-02, -7.566323106924698e-01, -7.600452481359290e-01
779, 4.658685922622680e-01, -5.534927938318884e-02, -1.268088298232023e-06, -1.085234810765707e-06, 7.685347176302265e-05, -1.202526603527427e-07, -3.542281940799054e-04, 7.164156448291675e-02, -9.092582123325648e-01, -9.120748432028642e-01
805, 4.480717480182650e-01, -5.667833889944739e-02, -2.688280447676782e-03, 3.376308643239575e-07, 7.038625373650579e-05, -1.202142396317882e-07, -3.542336678478898e-04, 7.138684623043512e-02, -1.042520670965323e+00, -1.044961792197698e+00
831, 4.301885962486270e-01, -5.777419277196508e-02, -4.600631177761893e-03, 1.611090117743594e-06, 6.339717402396852e-05, -1.191198326112682e-07, -3.488957639450010e-04, 6.253323845703240e-02, -1.111434822398278e+00, -1.113190881841197e+00
857, 4.122794568538670e-01, -5.862901419620004e-02, -5.994569082467944e-03, 2.665463927689510e-06, 5.629026291021893e-05, -1.183773735624364e-07, -3.404133779611527e-04, 4.835211333722655e-02, -1.129069496831864e+00, -1.130101483611584e+00
883, 3.944020271301270e-01, -5.922591673617081e-02, -7.139139622431172e-03, 3.602563418032632e-06, 4.905490578355016e-05, -1.166014252704149e-07, -3.302372043906672e-04, 3.789177601004462e-02, -1.144729502145012e+00, -1.145320740641550e+00
909, 3.766198158264160e-01, -5.952751986923092e-02, -7.718290734500234e-03, 4.173402679904382e-06, 4.179668391959355e-05, -1.141582984604150e-07, -3.182322532736238e-04, 2.128920367517986e-02, -1.111833397401462e+00, -1.111986290164150e+00
935, 3.590588271617890e-01, -5.956439851456449e-02, -7.710080711827204e-03, 4.399814254645458e-06, 3.451260885273692e-05, -1.107552996136245e-07, -3.038719679786526e-04, 5.895760791201385e-03, -1.039927377968278e+00, -1.039880111684978e+00
961, 3.418258726596830e-01, -5.933882385526212e-02, -7.524432111027320e-03, 4.342232800149667e-06, 2.713703641429234e-05, -1.080110266991555e-07, -2.896109670899371e-04, -2.523152756419868e-03, -9.391766990618916e-01, -9.390569470003820e-01
987, 3.249974250793460e-01, -5.892123275356094e-02, -8.130283943417024e-03, 4.707137355620767e-06, 2.821608324494220e-05, -8.566040457145239e-08, -2.805284360932776e-04, -9.726047790795484e-03, -9.249684491686623e-01, -9.248280973081552e-01
1013, 3.086399734020230e-01, -5.831430593545945e-02, -7.998963088695344e-03, 5.468742541755164e-06, 3.972005010379099e-05, -8.173536595692807e-08, -2.633930969336628e-04, -3.197862014169739e-02, -9.732901166835336e-01, -9.737729020474198e-01
1039, 2.927811741828920e-01, -5.756159618477607e-02, -6.628704664658759e-03, 4.142473172312016e-06, 2.454635083645538e-05, -7.378738993763970e-08, -2.304788516352753e-04, -3.114049070005695e-02, -8.470994978588952e-01, -8.475778783873406e-01
1065, 2.774220108985900e-01, -5.670133384191951e-02, -4.913150803832209e-03, 2.871003536798588e-06, 1.148642945815954e-05, -8.197513622440828e-08, -2.022902373554911e-04, -3.264384943998167e-02, -6.349015917912638e-01, -6.357181835086010e-01
1091, 2.625653147697450e-01, -5.575555491052463e-02, -6.057374720643049e-03, 2.612679119141600e-06, 2.919624865891487e-06, -6.592371316601247e-08, -1.999485447581579e-04, -2.786801736040099e-02, -5.777031797955983e-01, -5.782674606141979e-01
1117, 2.482267022132870e-01, -5.472817316292743e-02, -8.131963511513352e-03, 5.146658858777707e-06, 2.556666406098437e-05, -4.339590463852523e-08, -2.051706372069742e-04, -4.953097749479799e-02, -7.394868067246130e-01, -7.411161010565739e-01
1143, 2.344165146350860e-01, -5.362576910493861e-02, -8.522688309170722e-03, 1.966803500896748e-06, -4.031363913134579e-06, -8.129531586401755e-08, -1.823492241148688e-04, -5.895588377288685e-02, -7.110108894923507e-01, -7.134509662247021e-01
1169, 2.210974693298340e-01, -5.247870231700891e-02, -6.717674437097094e-03, 8.622770556557312e-07, -6.978655233529215e-06, -6.803565623523927e-08, -1.552345872355850e-04, -4.829286935665945e-02, -5.039393788113543e-01, -5.062354122794019e-01
1195, 2.082438766956330e-01, -5.130421277406865e-02, -7.769002904053477e-03, 1.186229213280878e-06, -8.382892714419891e-06, -4.564424180180447e-08, -1.556920735682468e-04, -4.158250043614113e-02, -4.817703180702144e-01, -4.835443519134289e-01
1221, 1.958884000778200e-01, -5.008869003912016e-02, -8.915092807981292e-03, 1.749268873026058e-06, -5.739960666914455e-06, -6.401769962660860e-08, -1.550193960595671e-04, -6.583062003070123e-02, -5.944351654989598e-01, -5.980456439097157e-01
1247, 1.840233504772190e-01, -4.883957623560094e-02, -7.596981306780935e-03, -3.515252170367143e-07, -1.557305530569196e-05, -6.133974782662624e-08, -1.328109754320252e-04, -5.906569131371082e-02, -4.909540972010084e-01, -4.944562889829534e-01
1273, 1.725961565971370e-01, -4.757927708801751e-02, -6.857395093255734e-03, 1.449336599885489e-06, -5.180898574129798e-07, -2.317764333368146e-08, -1.246819479122782e-04, -5.071342300005720e-02, -4.221817189360473e-01, -4.252067238521039e-01
1299, 1.616173982620240e-01, -4.630381308080414e-02, -7.742704420326096e-03, -4.364473688722860e-07, -1.662104190680451e-05, -5.933835021862508e-08, -1.214212198287037e-04, -6.077398408808348e-02, -4.317039025187442e-01, -4.358689960853805e-01
1325, 1.511152982711790e-01, -4.500337993592015e-02, -8.171573163703802e-03, -1.690713481130711e-06, -2.333292192161728e-05, -4.814031324057359e-08, -1.140868640730152e-04, -5.395165039070111e-02, -3.907049848769048e-01, -3.943887664775916e-01
1351, 1.410477757453920e-01, -4.369268440305224e-02, -8.490176005853875e-03, -1.307556397535306e-07, -1.260534340268520e-05, -3.319031956990201e-08, -1.112048438611694e-04, -6.192849421975047e-02, -4.201722945016806e-01, -4.246791123541097e-01
1377, 1.314679384231570e-01, -4.235522976352456e-02, -8.229551971042325e-03, -2.797263091061561e-06, -2.701177449351731e-05, -5.729963857295821e-08, -9.817488905634440e-05, -6.572507577235261e-02, -3.859703102045765e-01, -3.913815103778518e-01
1403, 1.222792565822600e-01, -4.101968319836474e-02, -7.781040163930960e-03, -3.007480506781682e-06, -2.630141216205083e-05, -3.805742468225045e-08, -9.010961201515066e-05, -5.224675995018890e-02, -3.101680880119993e-01, -3.144802654148204e-01
1429, 1.134960949420930e-01, -3.968004910429031e-02, -7.860201351911743e-03, -1.089838328351876e-06, -1.518515649888623e-05, -2.766399947970220e-08, -9.080380383368773e-05, -5.978988231963625e-02, -3.378316461471311e-01, -3.430207455993707e-01
