"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.286341121431216e-03, -1.809437764968181e-02, -1.911551165431774e-01, 1.920095726695163e-01
51, 9.695732593536380e-01, 3.034897134195664e-03, -6.291201277905180e-03, -1.038864664472034e-01, 1.040467619739977e-01
77, 9.526804089546200e-01, 4.057647312730183e-03, -1.944403630520490e-03, -6.979031643174920e-03, 7.017079595721109e-03
103, 9.349957108497620e-01, 3.737248211451363e-03, 1.547021109716913e-03, -1.280597909481703e-02, 1.286270920451634e-02
129, 9.168222546577450e-01, 2.439174785880730e-03, 1.542780221934112e-03, -1.902555181783447e-02, 1.908794891044770e-02
155, 8.983380794525150e-01, 6.782353354140800e-04, 1.246632664904834e-03, -1.400418832056771e-02, 1.405820275092317e-02
181, 8.797067403793331e-01, -1.386348424971299e-03, 9.831853987794959e-04, -1.166647019713598e-02, 1.170162296752865e-02
207, 8.610174655914310e-01, -3.694246736414545e-03, 1.058600426324606e-03, -7.528390245953296e-03, 7.601874583921109e-03
233, 8.422674536705020e-01, -6.180597704455081e-03, 2.287893603359008e-03, -1.426142867256083e-02, 1.444003424847207e-02
259, 8.235722184181210e-01, -8.829593917902731e-03, -2.347358637633533e-04, -2.779955595969719e-03, 2.717580485176041e-03
285, 8.049457669258120e-01, -1.158736898520233e-02, 7.305275180628599e-04, -1.386906361140644e-03, 1.479451548487852e-03
311, 7.863141298294070e-01, -1.438316390497800e-02, 2.632783811958010e-03, -1.697652510660435e-02, 1.717941158188203e-02
337, 7.678796052932740e-01, -1.724273040727873e-02, 3.309596444475133e-04, -2.622490609821594e-03, 2.642182273998145e-03
363, 7.495508193969730e-01, -2.010915501511971e-02, 1.426244533261143e-03, -9.259902257891294e-03, 9.369063169697515e-03
389, 7.313483357429500e-01, -2.296873286118590e-02, -7.072569424357654e-04, 2.616960501448968e-03, -2.694822066488944e-03
415, 7.132214307785030e-01, -2.579187371666052e-02, 1.929191469023278e-03, -8.614462036042700e-03, 8.808357039798667e-03
441, 6.951977014541630e-01, -2.857536884872256e-02, 6.613263832970182e-04, -7.952568125495474e-03, 7.960634465647043e-03
467, 6.773055195808410e-01, -3.131860396382474e-02, -9.815314978602850e-04, 5.091869429762667e-03, -5.181491472460877e-03
493, 6.594728827476500e-01, -3.399572284529465e-02, 3.033663312793086e-03, -1.593034456794405e-02, 1.620384270514345e-02
519, 6.418011188507080e-01, -3.662900759773254e-02, 1.777358115482698e-05, -2.776240627293392e-03, 2.748727396384563e-03
545, 6.243042349815370e-01, -3.921918423535851e-02, -1.035849444442333e-03, 6.290746555677438e-03, -6.373899671476345e-03
571, 6.065399646759030e-01, -4.163695833731655e-02, 1.181793371317460e-03, -7.101195859598322e-03, 7.195178695858103e-03
597, 5.888153314590450e-01, -4.396429956977813e-02, 6.358072099285173e-04, -6.355006945167261e-03, 6.383749010011984e-03
623, 5.713157057762150e-01, -4.625241549677082e-02, 3.704868469094964e-04, -3.167681442925612e-03, 3.189096599540729e-03
649, 5.538190603256230e-01, -4.843165266232124e-02, 1.758928798568792e-03, -1.169614086529977e-02, 1.182286795999429e-02
675, 5.363336801528930e-01, -5.049891494681370e-02, -1.624463248205743e-04, -4.612868418910718e-04, 4.398654838063278e-04
