"PointID","x","y"
25, 9.853970408439640e-01, 1.290849988287161e-03
51, 9.695732593536380e-01, 3.060769953323242e-03
77, 9.526804089546200e-01, 4.116844399554165e-03
103, 9.349957108497620e-01, 3.832830778446659e-03
129, 9.168222546577450e-01, 2.568470795397251e-03
155, 8.983380794525150e-01, 8.340241982655305e-04
181, 8.797067403793331e-01, -1.214338242516376e-03
207, 8.610174655914310e-01, -3.516850223679401e-03
233, 8.422674536705020e-01, -6.007346033295285e-03
259, 8.235722184181210e-01, -8.667811656753082e-03
285, 8.049457669258120e-01, -1.144204158545591e-02
311, 7.863141298294070e-01, -1.425733787308614e-02
337, 7.678796052932740e-01, -1.713766034120103e-02
363, 7.495508193969730e-01, -2.002507644850836e-02
389, 7.313483357429500e-01, -2.290515960662352e-02
415, 7.132214307785030e-01, -2.574800559507429e-02
441, 6.951977014541630e-01, -2.855024649361910e-02
467, 6.773055195808410e-01, -3.131127984975009e-02
493, 6.594728827476500e-01, -3.400546201485118e-02
519, 6.418011188507080e-01, -3.665517150126666e-02
545, 6.243042349815370e-01, -3.926133046718675e-02
571, 6.065399646759030e-01, -4.169523797259107e-02
597, 5.888153314590450e-01, -4.403874948233456e-02
623, 5.713157057762150e-01, -4.634302632242287e-02
649, 5.538190603256230e-01, -4.853869315102859e-02
675, 5.363336801528930e-01, -5.062267221389934e-02
701, 5.188096761703490e-01, -5.257232163506477e-02
727, 5.012295246124270e-01, -5.437259516813713e-02
753, 4.835794866085050e-01, -5.600702912526666e-02
779, 4.658685922622680e-01, -5.746342484249619e-02
805, 4.480717480182650e-01, -5.871180603891735e-02
831, 4.301885962486270e-01, -5.972032655331044e-02
857, 4.122794568538670e-01, -6.048116008975836e-02
883, 3.944020271301270e-01, -6.097725411383165e-02
909, 3.766198158264160e-01, -6.117099970169935e-02
935, 3.590588271617890e-01, -6.109314780883010e-02
961, 3.418258726596830e-01, -6.074619592593045e-02
987, 3.249974250793460e-01, -6.020081694780269e-02
1013, 3.086399734020230e-01, -5.946010100885865e-02
