"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.357256297002382e-03, 3.062756482432206e-01, 2.108754055136465e+00, -2.129280836587958e+00
51, 9.695732593536380e-01, 3.391687998858468e-03, 1.507839111461951e-01, 2.377617761342475e+00, -2.380525831796280e+00
77, 9.526804089546200e-01, 4.737040065928736e-03, 6.165850727456326e-02, 6.146006234929117e-01, -6.164280854985553e-01
103, 9.349957108497620e-01, 4.642681844174123e-03, -6.735396293565802e-03, 2.483997701094535e-01, -2.484835495933564e-01
129, 9.168222546577450e-01, 3.485512993163879e-03, -3.005042784199328e-02, 3.370286234680068e-01, -3.383431761972938e-01
155, 8.983380794525150e-01, 1.799738084154444e-03, -2.900473995515279e-02, 2.873205314165125e-01, -2.887808205886992e-01
181, 8.797067403793331e-01, -2.587545729169239e-04, -3.018610506418858e-02, 2.362277904935289e-01, -2.381391290449355e-01
207, 8.610174655914310e-01, -2.630801249746575e-03, -3.087914258451091e-02, 2.377884235958467e-01, -2.397838022076967e-01
233, 8.422674536705020e-01, -5.241997557127049e-03, -1.865230014813585e-02, 1.491760522856189e-01, -1.503088228307045e-01
259, 8.235722184181210e-01, -8.059216243735137e-03, -3.893556536302675e-02, 2.134214971031031e-01, -2.168643820131073e-01
285, 8.049457669258120e-01, -1.101063244163833e-02, -3.402285046002052e-02, 2.298100259935911e-01, -2.322997130786600e-01
311, 7.863141298294070e-01, -1.401098959902282e-02, -6.711675277365184e-03, 4.362699544246287e-02, -4.413827424397748e-02
337, 7.678796052932740e-01, -1.707214963013708e-02, -3.533670766069467e-02, 1.841941658975476e-01, -1.874963628304938e-01
363, 7.495508193969730e-01, -2.013029503509503e-02, -2.795751505661084e-02, 1.677751122972858e-01, -1.700885354227362e-01
389, 7.313483357429500e-01, -2.316683355667284e-02, -2.579637870676346e-02, 1.580863921542025e-01, -1.601767917145112e-01
415, 7.132214307785030e-01, -2.615047330026454e-02, -3.149280407710388e-03, 4.082289472327599e-02, -4.079612030793429e-02
441, 6.951977014541630e-01, -2.907737791992025e-02, -2.024923623894226e-02, 9.410777952250880e-02, -9.613198710514990e-02
467, 6.773055195808410e-01, -3.194765223674450e-02, -4.218574172957894e-02, 2.495469946153677e-01, -2.530741026016947e-01
493, 6.594728827476500e-01, -3.473761191714712e-02, 2.176284683426083e-02, -8.454281183079718e-02, 8.688334447284676e-02
519, 6.418011188507080e-01, -3.747097670076239e-02, -8.844834752697817e-03, 3.394554176951491e-02, -3.489598186744243e-02
545, 6.243042349815370e-01, -4.015067224604054e-02, -6.052760776463632e-02, 3.665182640790873e-01, -3.714237014962005e-01
571, 6.065399646759030e-01, -4.265154521291353e-02, -1.464876119157464e-03, 7.169580257217884e-02, -7.122120438642549e-02
597, 5.888153314590450e-01, -4.505577623583641e-02, 2.123717580601784e-02, -1.620258795406895e-01, 1.634103875937459e-01
623, 5.713157057762150e-01, -4.741540376414713e-02, -3.198252455120727e-02, 1.897683980589925e-01, -1.923194230587481e-01
649, 5.538190603256230e-01, -4.966293191311950e-02, 7.883802860676227e-03, -1.298866536218489e-02, 1.386760931555070e-02
675, 5.363336801528930e-01, -5.179604418564574e-02, 1.480511058237308e-04, -2.447661677042534e-02, 2.432542167020756e-02
701, 5.188096761703490e-01, -5.379270469489302e-02, -3.759364090256406e-02, 3.002883780133542e-01, -3.025959355014158e-01
727, 5.012295246124270e-01, -5.563805823253139e-02, 1.030674502074212e-02, -5.174961553940362e-02, 5.251832107918046e-02
753, 4.835794866085050e-01, -5.731551166604478e-02, 1.908396733017344e-03, -3.621642825313283e-02, 3.624200810430395e-02
779, 4.658685922622680e-01, -5.881238431441271e-02, -1.523530176219319e-02, 1.611926277938829e-01, -1.618902085676001e-01
805, 4.480717480182650e-01, -6.009801154578522e-02, -1.910934422295007e-03, 5.079157117118793e-02, -5.080825304374999e-02
