"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.352123906653980e-03, 1.425863667431042e-01, 1.692149310013515e-05, 2.918004666564604e-04, 2.702865074485876e-07, 3.676917084501374e-04, 3.732860815033036e-01, 1.027865915495733e+00, 1.061250884519895e+00
51, 9.695732593536380e-01, 3.367595142153906e-03, 1.127528339314612e-01, 3.203349638995703e-05, 2.565360212859734e-04, 8.460904308925539e-08, -1.041436918378687e-04, 1.303803699705794e-01, 8.200201797316939e-01, 8.290278050177309e-01
77, 9.526804089546200e-01, 4.696499331807499e-03, 8.965668718319934e-02, 1.343411324333139e-05, 2.716573169728973e-04, 9.532693808498700e-08, -1.966228479827097e-04, 4.343122056551002e-02, 6.954453540740454e-01, 6.965496735965768e-01
103, 9.349957108497620e-01, 4.597477265751223e-03, 7.748472114091016e-02, -6.347571864375562e-06, 2.754594707080848e-04, 1.225588704001030e-07, -2.030840438799261e-04, -1.449873549295832e-02, 5.923720192249988e-01, 5.925169299602937e-01
129, 9.168222546577450e-01, 3.442967309006572e-03, 6.871409742439447e-02, -1.694252659053877e-05, 2.741239463309015e-04, 1.013607332882396e-07, -2.234289145486487e-04, -3.090016244822958e-02, 5.841224439501530e-01, 5.847660817383529e-01
155, 8.983380794525150e-01, 1.762618432817302e-03, 6.175478746478665e-02, -2.250103928375198e-05, 2.699835329152413e-04, 7.507654772640135e-08, -2.522220903433940e-04, -4.586623650822325e-02, 5.925824317791097e-01, 5.941981142664520e-01
181, 8.797067403793331e-01, -2.888892778985391e-04, 5.597327060762096e-02, -2.633251665101036e-05, 2.638214955578615e-04, 5.201152792040292e-08, -2.812257991122498e-04, -5.798233084678674e-02, 6.044767679858575e-01, 6.071026576044264e-01
207, 8.610174655914310e-01, -2.652445772071493e-03, 5.117202219030480e-02, -2.898061956574909e-05, 2.570964159012325e-04, 2.972571345980665e-08, -3.097613745348759e-04, -6.997474729703565e-02, 6.242387443576490e-01, 6.280201187650271e-01
233, 8.422674536705020e-01, -5.253850047006605e-03, 4.690595172136831e-02, -3.032654505951496e-05, 2.452593737942045e-04, -5.409366403246522e-09, -3.377623604624118e-04, -8.144445832953243e-02, 6.543872947020674e-01, 6.593092472595181e-01
259, 8.235722184181210e-01, -8.060543478846662e-03, 4.218691897276256e-02, -3.111771433554781e-05, 2.386149774270233e-04, -1.793314441812672e-09, -3.727321936133728e-04, -9.241363479997330e-02, 6.920290046752936e-01, 6.980319751839049e-01
285, 8.049457669258120e-01, -1.100130486839815e-02, 3.774428700085113e-02, -3.045136976564164e-05, 2.291760525956054e-04, -4.706586600649888e-08, -4.063589459462152e-04, -8.939645771726532e-02, 6.345507767134470e-01, 6.407143645601920e-01
311, 7.863141298294070e-01, -1.399135514873685e-02, 3.411813550374938e-02, -2.983974195417753e-05, 2.181288778374002e-04, -5.489812853305616e-08, -4.295569482215414e-04, -4.298871564468609e-02, 3.553020306727160e-01, 3.575899450323999e-01
337, 7.678796052932740e-01, -1.704304765132493e-02, 2.949095978736282e-02, -3.289777350975196e-05, 2.376654775240989e-04, -1.138795017731682e-08, -4.597733857210172e-04, 2.930883936047250e-03, 6.362136710232751e-02, 6.228300579716627e-02
363, 7.495508193969730e-01, -2.009275124994039e-02, 2.315597538053778e-02, -2.492311385628226e-05, 1.910102840901327e-04, -8.697004305466474e-08, -4.775077752679453e-04, 1.775522636609906e-02, -2.364461057968389e-02, -2.623836007191576e-02
389, 7.313483357429500e-01, -2.312200288645941e-02, 2.027358162786228e-02, -2.478235721409976e-05, 1.904131427630255e-04, -7.323769825733067e-08, -4.791589418844717e-04, 4.898202044199810e-03, 4.542030243634818e-02, 4.401286949054573e-02
415, 7.132214307785030e-01, -2.609952341771961e-02, 1.923407547425391e-02, -2.293637448093075e-05, 1.792683107371219e-04, -1.165447615721908e-07, -4.746809592887969e-04, -7.243506531092669e-03, 1.064756786529880e-01, 1.062522334176239e-01
441, 6.951977014541630e-01, -2.902145685892355e-02, 1.826776581267268e-02, -2.301462874970984e-05, 1.817316622500910e-04, -6.789097722932872e-08, -4.766551910320811e-04, -7.944058719110856e-03, 1.504887092990417e-01, 1.498355933654258e-01
467, 6.773055195808410e-01, -3.188783892473418e-02, 1.664100431802510e-02, -2.328529449769457e-05, 1.913247558091387e-04, -9.717410989257870e-08, -4.803708132712023e-04, -6.924168442298044e-03, 9.930704184800088e-02, 9.916873482665327e-02
493, 6.594728827476500e-01, -3.467487062824021e-02, 1.642049272362009e-02, -1.960730528281771e-05, 1.632233954010163e-04, -1.260639196252216e-07, -4.622654809308494e-04, -1.085119098545172e-02, 1.427889055852491e-01, 1.427613832421308e-01
519, 6.418011188507080e-01, -3.740617470021597e-02, 1.417802106340823e-02, -1.679292706815669e-05, 1.483192050105639e-04, -1.146837869204241e-07, -4.654970488190266e-04, -1.096266473749598e-02, 1.681865978955106e-01, 1.678981842246389e-01
545, 6.243042349815370e-01, -4.008455478843513e-02, 1.011637977595685e-02, -1.382179240452854e-05, 1.431114586929909e-04, -1.335648945259896e-07, -4.893424713311093e-04, -1.084184882179357e-02, 6.313497252272496e-02, 6.404028896892430e-02
571, 6.065399646759030e-01, -4.258472897114489e-02, 9.764696818811560e-03, -1.274022734183372e-05, 1.412365550549599e-04, -1.617558151456028e-07, -4.878624375290848e-04, 1.492275658319824e-02, -7.162821617864212e-02, -7.299670361440347e-02
597, 5.888153314590450e-01, -4.498880589445305e-02, 1.229149810287961e-02, -1.365121097475280e-05, 1.428026153993010e-04, -1.294988628545614e-07, -4.708926733766512e-04, 1.810282997142883e-02, -1.245023898483032e-02, -1.476418362919373e-02
623, 5.713157057762150e-01, -4.734872764202715e-02, 1.210646254071699e-02, -1.414564538395339e-05, 1.564627205673014e-04, -1.137165637553698e-07, -4.767369733552655e-04, 1.838811357414745e-02, -9.519001981467093e-02, -9.677591145487539e-02
649, 5.538190603256230e-01, -4.959691909629353e-02, 1.105535373802901e-02, -8.544907253839234e-06, 1.169232354603068e-04, -1.813629005703262e-07, -4.754957561142553e-04, 3.466375226092105e-02, -2.505801874812029e-01, -2.529455649663584e-01
675, 5.363336801528930e-01, -5.173100090492622e-02, 1.155364757208767e-02, -1.152863213871202e-05, 1.490650310211902e-04, -1.003934923893831e-07, -4.773377177291600e-04, 4.839841228755753e-02, -3.794145120366486e-01, -3.824720476249864e-01
701, 5.188096761703490e-01, -5.372889068047743e-02, 7.366269189745922e-03, -7.864195547846400e-06, 1.376176349454126e-04, -1.341804956028202e-07, -4.991490239695112e-04, 7.451371207542254e-02, -7.060536342556076e-01, -7.099691520436452e-01
727, 5.012295246124270e-01, -5.557569862443553e-02, 5.110804252056522e-03, -7.476400670392044e-06, 1.423632608587069e-04, -1.280746443047531e-07, -4.949124272694652e-04, 8.035966681773861e-02, -9.020291854534981e-01, -9.055478708023735e-01
753, 4.835794866085050e-01, -5.725480903900339e-02, -2.776861763547946e-04, -3.550623245176493e-07, 7.576947403347869e-05, -1.856869577916959e-07, -4.906127567046222e-04, 8.423512958940474e-02, -1.014587237756749e+00, -1.018054509789520e+00
779, 4.658685922622680e-01, -5.875352793855272e-02, -5.336235871531727e-03, 1.701833557350772e-06, 6.971902995199674e-05, -1.918282981614477e-07, -4.997251134972088e-04, 8.327666057175116e-02, -1.226566906570598e+00, -1.229322599582051e+00
805, 4.480717480182650e-01, -6.004119174744772e-02, -8.527901893824241e-03, 3.015919070665467e-06, 6.325908503725415e-05, -1.888946325809766e-07, -4.982968921711355e-04, 8.198143063499148e-02, -1.400357805769604e+00, -1.402723304553230e+00
831, 4.301885962486270e-01, -6.108494464618672e-02, -1.055125816729022e-02, 4.193267810370065e-06, 5.618968291708604e-05, -1.850774091750979e-07, -4.897812686146028e-04, 6.921006787291038e-02, -1.490738447337950e+00, -1.492326888654382e+00
857, 4.122794568538670e-01, -6.187562135199522e-02, -1.189619188301330e-02, 5.128735153564269e-06, 4.905039566785506e-05, -1.816934841669100e-07, -4.774506558811450e-04, 4.980092981135927e-02, -1.515501813023222e+00, -1.516309275463802e+00
883, 3.944020271301270e-01, -6.239471946938413e-02, -1.293794612681816e-02, 5.925159504362562e-06, 4.183778824685675e-05, -1.770777082520776e-07, -4.631174591028166e-04, 3.565037560924039e-02, -1.542086478300857e+00, -1.542492824389708e+00
909, 3.766198158264160e-01, -6.260313717289448e-02, -1.329055910665456e-02, 6.287795714570087e-06, 3.471453836996148e-05, -1.710368475871212e-07, -4.465157221310300e-04, 1.276494150928968e-02, -1.504734639100955e+00, -1.504772513741638e+00
935, 3.590588271617890e-01, -6.253019275644409e-02, -1.284233673271848e-02, 6.261163691727646e-06, 2.763619505846290e-05, -1.641622609005773e-07, -4.262682384184340e-04, -8.514803078657660e-03, -1.417106483922122e+00, -1.417104554678388e+00
961, 3.418258726596830e-01, -6.217725612689851e-02, -1.193311972638462e-02, 5.923650142147682e-06, 2.028787340737942e-05, -1.583969540961200e-07, -4.048195474065945e-04, -1.924494015552261e-02, -1.278216367014990e+00, -1.278271780885122e+00
987, 3.249974250793460e-01, -6.161422588516226e-02, -1.163507475557064e-02, 5.619572898822322e-06, 1.331464595033500e-05, -1.498963681493724e-07, -3.889379297556584e-04, -3.194548662968858e-02, -1.207560386124652e+00, -1.207869312609885e+00
1013, 3.086399734020230e-01, -6.084379716957587e-02, -1.060943635813684e-02, 9.087104432960048e-06, 6.887575896158266e-05, -6.110963851403444e-08, -3.707664852440101e-04, -5.065845292538539e-02, -1.300426555029389e+00, -1.301286776338292e+00
1039, 2.927811741828920e-01, -5.990977974395268e-02, -1.045355860925565e-02, 5.184863824872691e-06, 1.400130693145547e-05, -1.347164313703045e-07, -3.307103732177480e-04, -6.770317322078691e-02, -1.228211818269842e+00, -1.230030014651539e+00
1065, 2.774220108985900e-01, -5.885083904827872e-02, -6.533704179262340e-03, 3.561477281017347e-06, 9.697840827612960e-06, -1.127946713177854e-07, -2.814488192461686e-04, -5.716486015800944e-02, -8.578183253267642e-01, -8.597010933995041e-01
1091, 2.625653147697450e-01, -5.768986191149843e-02, -7.527142197702201e-03, 3.269294846758682e-06, -1.824321720004870e-07, -8.833178598645138e-08, -2.772632490983283e-04, -4.770836846492672e-02, -7.597239108468743e-01, -7.610690854199655e-01
1117, 2.482267022132870e-01, -5.643221025565685e-02, -1.035872498524420e-02, 7.660079804911748e-06, 3.417634129281961e-05, -5.567647613924329e-08, -2.860570248372479e-04, -8.349979233046251e-02, -1.011587918270820e+00, -1.014978745762342e+00
1143, 2.344165146350860e-01, -5.508624992946956e-02, -1.075560407025722e-02, 2.583524589140554e-06, -6.063853155335228e-06, -1.090492673975012e-07, -2.543645449932759e-04, -9.773265312990848e-02, -9.805238200391033e-01, -9.853811757339258e-01
1169, 2.210974693298340e-01, -5.368353643232808e-02, -7.958281635799300e-03, 1.100878800342528e-06, -8.498447740807984e-06, -8.880199424737528e-08, -2.157932995392736e-04, -7.732525535409258e-02, -6.843212019566789e-01, -6.886696838162976e-01
1195, 2.082438766956330e-01, -5.224278191712348e-02, -9.241790844101764e-03, 1.661709667940391e-06, -9.100333227138617e-06, -5.678447097467134e-08, -2.158662698273867e-04, -6.702945171216293e-02, -6.506482845613506e-01, -6.540360383119485e-01
