"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 9.587438189388663e-04, -1.445853953894685e-02, -3.222694261266413e-01, 3.225935133947734e-01
51, 9.695732593536380e-01, 1.557750993272629e-03, -3.485744686993678e-03, -2.760208751062544e-01, 2.760219449783103e-01
77, 9.526804089546200e-01, 1.775030026442031e-03, -3.822252830697557e-03, -6.010950288144846e-02, 6.011181921169031e-02
103, 9.349957108497620e-01, 1.578806212454088e-03, 1.536825537480697e-03, -4.106582392069080e-02, 4.109063142691284e-02
129, 9.168222546577450e-01, 9.300557983477431e-04, 1.932828751686679e-03, -4.263219762928964e-02, 4.267597613575128e-02
155, 8.983380794525150e-01, -5.380493601289202e-05, 1.827794679948809e-03, -3.110595978615582e-02, 3.115952018601665e-02
181, 8.797067403793331e-01, -1.342446191029876e-03, 1.769793267382628e-03, -2.544426508762070e-02, 2.550522655701374e-02
207, 8.610174655914310e-01, -2.887821084134615e-03, 1.925432820159775e-03, -1.944339633560387e-02, 1.953726691929322e-02
233, 8.422674536705020e-01, -4.625803626720310e-03, 2.776550747181973e-03, -2.470379024152735e-02, 2.485682241224190e-02
259, 8.235722184181210e-01, -6.558246632500105e-03, 5.213536233427168e-04, -1.081351953699200e-02, 1.080710156251745e-02
285, 8.049457669258120e-01, -8.649519286802023e-03, 1.416540678838450e-03, -8.890483318058988e-03, 8.994096414133679e-03
311, 7.863141298294070e-01, -1.084187701169889e-02, 2.699488679710284e-03, -2.101320300056450e-02, 2.118548174539113e-02
337, 7.678796052932740e-01, -1.317751851833299e-02, 1.005463435797321e-03, -9.026283399520251e-03, 9.080672345381858e-03
363, 7.495508193969730e-01, -1.560102651060062e-02, 1.483805923327628e-03, -1.152660923048722e-02, 1.162151846041328e-02
389, 7.313483357429500e-01, -1.809959330313533e-02, 1.236014743884266e-03, -8.435313569458234e-03, 8.525138103747481e-03
415, 7.132214307785030e-01, -2.064027048446526e-02, 2.400232542808229e-03, -1.481017201823166e-02, 1.500038816487030e-02
441, 6.951977014541630e-01, -2.321608887056022e-02, 1.518918830077019e-04, -5.183297332363903e-03, 5.151885539308485e-03
467, 6.773055195808410e-01, -2.582100438607449e-02, 4.639248630015874e-04, -2.737478480005663e-03, 2.775766589113835e-03
493, 6.594728827476500e-01, -2.842242881677556e-02, 3.240627244875480e-03, -1.859135644280555e-02, 1.886494080200377e-02
519, 6.418011188507080e-01, -3.103651639985543e-02, 5.878449210749038e-04, -6.380229172533765e-03, 6.397251060059419e-03
545, 6.243042349815370e-01, -3.365701519386028e-02, -3.167759402313412e-04, 7.220242478083227e-04, -7.600143440725654e-04
571, 6.065399646759030e-01, -3.615034732755796e-02, 1.762894906167726e-03, -1.091372104771883e-02, 1.105252039388394e-02
597, 5.888153314590450e-01, -3.859277456619165e-02, 1.607403727056538e-03, -1.205378552633198e-02, 1.216033426924631e-02
623, 5.713157057762150e-01, -4.102855905826573e-02, 6.530596898828891e-04, -4.982779522760319e-03, 5.025309928169556e-03
649, 5.538190603256230e-01, -4.338482086024547e-02, 7.528178476765396e-04, -6.687241869738410e-03, 6.728220795813387e-03
675, 5.363336801528930e-01, -4.565433107104334e-02, 9.132592644559938e-04, -5.751123164301358e-03, 5.820255931690184e-03
701, 5.188096761703490e-01, -4.781144949923574e-02, 2.054661385754880e-03, -1.660499997210935e-02, 1.673146836396166e-02
727, 5.012295246124270e-01, -4.983837037977410e-02, -2.231039445815025e-04, -1.619361433041060e-04, 1.363726185222203e-04
753, 4.835794866085050e-01, -5.171629528454828e-02, 1.018138469975334e-03, -7.851176871708616e-03, 7.913877288520650e-03
779, 4.658685922622680e-01, -5.343078465092854e-02, 1.822276149357042e-03, -1.815057630477465e-02, 1.824104631599765e-02
