"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.329692183483376e-03, -2.477360351576463e-02, -2.372115284490620e-01, 2.384998308034781e-01
51, 9.695732593536380e-01, 3.227332532297688e-03, -9.548566320265640e-03, -1.491329505804540e-01, 1.493800086625507e-01
77, 9.526804089546200e-01, 4.344087004682453e-03, -2.907174421184256e-03, -1.258548193639428e-02, 1.264611476301465e-02
103, 9.349957108497620e-01, 3.984553827358343e-03, 1.959492130304461e-03, -1.678520823285643e-02, 1.686142711620020e-02
129, 9.168222546577450e-01, 2.573285255121433e-03, 2.193426293811522e-03, -2.476774345232034e-02, 2.486465139188167e-02
155, 8.983380794525150e-01, 6.836460297258789e-04, 1.859911650633639e-03, -1.882150816058415e-02, 1.891205371081915e-02
181, 8.797067403793331e-01, -1.504183945254245e-03, 1.565476232235828e-03, -1.580076954007879e-02, 1.587349909625721e-02
207, 8.610174655914310e-01, -3.926584746384732e-03, 1.616292170621237e-03, -1.134380940281637e-02, 1.145797408372786e-02
233, 8.422674536705020e-01, -6.518499651532939e-03, 2.759400354747803e-03, -1.721396655389204e-02, 1.743109059510048e-02
259, 8.235722184181210e-01, -9.262543695435487e-03, 2.872437801841173e-04, -5.752864390378635e-03, 5.732021631857737e-03
285, 8.049457669258120e-01, -1.210365776737922e-02, 1.250659521947343e-03, -4.786677354510354e-03, 4.920867312434836e-03
311, 7.863141298294070e-01, -1.497055456040857e-02, 2.820715451179156e-03, -1.780268637095391e-02, 1.802471388998867e-02
337, 7.678796052932740e-01, -1.788796435254227e-02, 9.358096922445736e-04, -5.937297747986647e-03, 6.010591821292156e-03
363, 7.495508193969730e-01, -2.079952087102429e-02, 1.805194134037191e-03, -1.191293186246951e-02, 1.204861841776496e-02
389, 7.313483357429500e-01, -2.369191500051819e-02, -5.514896290473346e-04, 1.548122955930242e-03, -1.615194133900646e-03
415, 7.132214307785030e-01, -2.653621532059375e-02, 2.081475600767673e-03, -9.560653951808948e-03, 9.767205633588275e-03
441, 6.951977014541630e-01, -2.932981069711367e-02, 1.041722406467148e-03, -9.979033045306116e-03, 1.002124805976488e-02
467, 6.773055195808410e-01, -3.207279774741446e-02, -5.674519566988300e-04, 2.344305405331100e-03, -2.402843363880668e-03
493, 6.594728827476500e-01, -3.474003487787869e-02, 2.685394571608132e-03, -1.430116983333348e-02, 1.454064342310078e-02
519, 6.418011188507080e-01, -3.735461235366332e-02, 2.521434831728443e-04, -3.893497442863170e-03, 3.888697723419575e-03
545, 6.243042349815370e-01, -3.991811065237511e-02, -2.964757945364158e-04, 1.540747549635389e-03, -1.566994411128622e-03
