"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
25, 9.853970408439640e-01, 1.269876994811277e-03, -1.301592531969893e-02, 7.666027931715383e-06, 3.893069757922098e-05, 3.989770806103664e-08, -9.380538321051555e-05, -2.191297032587961e-01, -2.544642910965647e+00, -2.554031896929490e+00
51, 9.695732593536380e-01, 2.935465603417086e-03, -1.211091272863773e-02, 6.761460062153688e-06, 4.188842883201601e-05, 4.435023232081682e-08, -6.264761738366973e-05, -1.248251879831503e-01, -1.654369767101655e+00, -1.659067430701142e+00
77, 9.526804089546200e-01, 3.817536086877054e-03, -1.298155733284844e-02, 4.131171346097219e-06, 1.870322118044958e-05, 2.028916657528819e-08, -4.654530687604143e-05, -1.367747164151835e-02, -1.249347069216134e+00, -1.249421715578193e+00
103, 9.349957108497620e-01, 3.334522537223443e-03, -1.466822610912926e-02, 4.350093864342901e-06, -6.788923519155694e-06, -1.623811847965121e-09, -3.712002399436109e-05, 5.920343358843688e-02, -1.103291248719676e+00, -1.104878529052043e+00
129, 9.168222546577450e-01, 1.885250391744470e-03, -1.604509310831785e-02, 5.969646175388074e-06, -2.206063785755411e-05, -1.208605192600557e-08, -3.399279894560160e-05, 9.831980137080669e-02, -1.106446803312768e+00, -1.110804796197707e+00
155, 8.983380794525150e-01, 1.042225006757023e-05, -1.701094090494026e-02, 7.325811976471178e-06, -3.118073244224595e-05, -1.887496700252251e-08, -3.387832971368594e-05, 1.238663952978417e-01, -1.169353485389969e+00, -1.175893521961056e+00
181, 8.797067403793331e-01, -2.116836102773114e-03, -1.772222806386857e-02, 8.167433639465449e-06, -3.475058584986929e-05, -1.252677865606014e-08, -3.512209694283009e-05, 1.467658335918515e-01, -1.249001069215590e+00, -1.257592861542540e+00
207, 8.610174655914310e-01, -4.435743118186767e-03, -1.824547667010475e-02, 9.090173763966838e-06, -3.945948047562519e-05, -1.990836018874217e-08, -3.592372010379075e-05, 1.667315278605671e-01, -1.329658549277929e+00, -1.340068556617569e+00
233, 8.422674536705020e-01, -6.889364719226274e-03, -1.842956485984108e-02, 9.703265838620167e-06, -4.259160834838387e-05, -1.922537073382781e-08, -3.521701102396223e-05, 1.835981133151294e-01, -1.389545663709824e+00, -1.401618512648513e+00
259, 8.235722184181210e-01, -9.473347084616415e-03, -1.857426175908847e-02, 1.013779042535995e-05, -4.352918517603183e-05, -1.116233358800318e-08, -3.579241290739602e-05, 1.986623203544833e-01, -1.433074306446432e+00, -1.446775362894027e+00
285, 8.049457669258120e-01, -1.214520315746752e-02, -1.864668379146019e-02, 1.069000467218860e-05, -4.629395554846067e-05, -1.951250904917336e-08, -3.595832422295372e-05, 2.115502140794087e-01, -1.495367576686791e+00, -1.510252362635224e+00
311, 7.863141298294070e-01, -1.484331729675605e-02, -1.845476436993205e-02, 1.096746132298160e-05, -4.795166585957236e-05, -1.816293289298456e-08, -3.489118391440414e-05, 2.235541331343827e-01, -1.551853407043680e+00, -1.567865412116759e+00
337, 7.678796052932740e-01, -1.760184167991349e-02, -1.824296165336858e-02, 1.016469001744093e-05, -4.121797716703961e-05, -8.605683631541114e-10, -3.579181244208053e-05, 2.395258367681669e-01, -1.622383843252444e+00, -1.639964587481966e+00
