"PointID","x","y"
25, 9.853970408439640e-01, 1.321132130685446e-03
51, 9.695732593536380e-01, 3.185618671327797e-03
77, 9.526804089546200e-01, 4.268990972518460e-03
103, 9.349957108497620e-01, 3.892078362263702e-03
129, 9.168222546577450e-01, 2.475580436741532e-03
155, 8.983380794525150e-01, 5.880567349468262e-04
181, 8.797067403793331e-01, -1.591364111349322e-03
207, 8.610174655914310e-01, -3.999442767521873e-03
233, 8.422674536705020e-01, -6.572228425301758e-03
259, 8.235722184181210e-01, -9.294129844789105e-03
285, 8.049457669258120e-01, -1.211182189964106e-02
311, 7.863141298294070e-01, -1.495534959985197e-02
337, 7.678796052932740e-01, -1.785074026469176e-02
363, 7.495508193969730e-01, -2.074218780481542e-02
389, 7.313483357429500e-01, -2.361678000004151e-02
415, 7.132214307785030e-01, -2.644568741081000e-02
441, 6.951977014541630e-01, -2.922631338545599e-02
467, 6.773055195808410e-01, -3.195864332046561e-02
493, 6.594728827476500e-01, -3.461729969009333e-02
519, 6.418011188507080e-01, -3.722518776891442e-02
545, 6.243042349815370e-01, -3.978363245199490e-02
571, 6.065399646759030e-01, -4.216289080995549e-02
597, 5.888153314590450e-01, -4.444591620231690e-02
623, 5.713157057762150e-01, -4.668497715686507e-02
649, 5.538190603256230e-01, -4.881039962357605e-02
675, 5.363336801528930e-01, -5.081965178970735e-02
701, 5.188096761703490e-01, -5.269046367707131e-02
727, 5.012295246124270e-01, -5.440836342874641e-02
753, 4.835794866085050e-01, -5.595756087651960e-02
779, 4.658685922622680e-01, -5.732672887175955e-02
805, 4.480717480182650e-01, -5.848668120768656e-02
831, 4.301885962486270e-01, -5.940656614018597e-02
857, 4.122794568538670e-01, -6.007992492663487e-02
883, 3.944020271301270e-01, -6.049109326593668e-02
909, 3.766198158264160e-01, -6.060386478664147e-02
935, 3.590588271617890e-01, -6.045058781641706e-02
961, 3.418258726596830e-01, -6.003508492725899e-02
987, 3.249974250793460e-01, -5.942900402741540e-02
1013, 3.086399734020230e-01, -5.863613121381516e-02
1039, 2.927811741828920e-01, -5.770070038666185e-02
1065, 2.774220108985900e-01, -5.666133076288714e-02
1091, 2.625653147697450e-01, -5.554048886980763e-02
1117, 2.482267022132870e-01, -5.434270059774756e-02
1143, 2.344165146350860e-01, -5.307513008162665e-02
1169, 2.210974693298340e-01, -5.176817601711964e-02
1195, 2.082438766956330e-01, -5.043927684246385e-02
1221, 1.958884000778200e-01, -4.907574289318632e-02
